id,subject,gold,pred,correct,method,prompt_n,prompt_ms,predicted_ms,wall_ms
66,philosophy,D,D,1,logprob,78,185.7,0.0,195.3
67,moral_scenarios,B,A,0,logprob,129,231.2,0.0,241.2
68,college_mathematics,B,,0,none,138,270.1,0.0,279.0
69,elementary_mathematics,A,A,1,logprob,123,229.1,0.0,236.3
70,prehistory,D,B,0,logprob,69,184.2,0.0,194.9
71,professional_medicine,A,A,1,logprob,358,580.3,0.0,591.5
72,professional_psychology,C,A,0,logprob,93,187.2,0.0,200.2
73,conceptual_physics,B,B,1,logprob,61,141.0,0.0,156.3
74,moral_scenarios,D,C,0,logprob,142,274.3,0.0,282.2
75,high_school_government_and_politics,B,B,1,logprob,78,186.8,0.0,198.0
76,professional_accounting,B,B,1,logprob,114,226.8,0.0,235.8
77,professional_psychology,D,D,1,logprob,78,182.8,0.0,190.0
78,formal_logic,C,A,0,generated,103,229.4,0.0,239.6
79,professional_psychology,A,,0,none,73,185.1,0.0,195.5
80,human_aging,A,D,0,logprob,75,187.5,0.0,197.1
81,logical_fallacies,B,B,1,logprob,157,279.0,0.0,289.6
82,moral_scenarios,C,B,0,logprob,126,227.7,0.0,236.4
83,high_school_government_and_politics,B,D,0,logprob,108,225.5,0.0,233.0
84,miscellaneous,A,A,1,logprob,58,144.3,0.0,154.2
85,professional_accounting,D,C,0,logprob,151,274.1,0.0,284.2
86,elementary_mathematics,B,A,0,logprob,112,225.8,0.0,233.9
87,conceptual_physics,A,B,0,logprob,58,138.6,0.0,143.3
88,high_school_mathematics,C,,0,none,93,187.7,0.0,195.0
89,high_school_geography,B,B,1,logprob,88,186.8,0.0,197.2
90,machine_learning,C,A,0,generated,153,274.0,0.0,285.0
91,conceptual_physics,A,B,0,logprob,76,184.2,0.0,196.1
92,human_sexuality,D,D,1,logprob,157,275.4,0.0,286.9
93,sociology,D,D,1,logprob,119,229.8,0.0,238.7
94,professional_law,C,C,1,logprob,353,537.5,0.0,545.5
95,conceptual_physics,A,A,1,logprob,77,180.7,0.0,187.0
96,high_school_government_and_politics,A,A,1,logprob,101,226.4,0.0,233.5
97,computer_security,A,A,1,logprob,60,138.3,0.0,145.7
98,moral_scenarios,A,C,0,logprob,129,225.4,0.0,229.8
99,moral_scenarios,C,C,1,logprob,131,226.5,0.0,231.2
100,global_facts,B,C,0,logprob,83,184.8,0.0,192.0
101,computer_security,D,D,1,logprob,66,143.7,0.0,153.5
102,conceptual_physics,B,C,0,logprob,68,141.6,0.0,150.7
103,public_relations,C,C,1,logprob,126,231.2,0.0,240.4
104,moral_disputes,A,B,0,logprob,120,239.2,0.0,249.1
105,clinical_knowledge,C,C,1,logprob,72,180.2,0.0,185.7
106,computer_security,C,C,1,logprob,86,183.6,0.0,191.5
107,professional_accounting,D,B,0,logprob,158,272.1,0.0,281.2
108,high_school_psychology,D,D,1,logprob,107,225.1,0.0,233.1
109,high_school_mathematics,D,,0,none,72,183.1,0.0,192.2
110,moral_scenarios,D,C,0,logprob,140,265.3,0.0,271.4
111,professional_psychology,B,A,0,logprob,137,264.6,0.0,269.1
112,clinical_knowledge,C,C,1,logprob,80,183.2,0.0,190.0
113,miscellaneous,D,D,1,logprob,76,186.0,0.0,196.9
114,high_school_us_history,C,,0,none,394,625.7,0.0,635.7
115,moral_scenarios,D,C,0,logprob,133,269.7,0.0,278.5
116,professional_law,C,C,1,logprob,166,315.4,0.0,326.7
117,anatomy,D,B,0,logprob,78,183.4,0.0,191.5
118,philosophy,A,A,1,logprob,89,181.9,0.0,188.7
119,high_school_psychology,A,A,1,logprob,86,182.4,0.0,187.9
120,high_school_geography,B,A,0,logprob,75,182.1,0.0,189.5
121,international_law,B,B,1,logprob,132,229.4,0.0,240.5
122,human_aging,B,A,0,logprob,59,144.2,0.0,155.2
123,moral_scenarios,D,B,0,logprob,143,269.0,0.0,280.3
124,elementary_mathematics,A,,0,none,129,226.9,0.0,233.1
125,high_school_microeconomics,D,C,0,logprob,92,187.8,0.0,197.4
126,computer_security,C,B,0,logprob,255,408.3,0.0,417.8
127,professional_law,B,B,1,logprob,257,403.2,0.0,411.0
128,global_facts,A,B,0,logprob,86,186.5,0.0,197.8
129,philosophy,C,C,1,logprob,81,187.5,0.0,198.9
130,high_school_psychology,A,A,1,logprob,80,182.6,0.0,191.4
131,moral_scenarios,B,B,1,logprob,158,272.9,0.0,279.7
132,us_foreign_policy,B,B,1,logprob,95,187.4,0.0,198.9
133,professional_psychology,C,A,0,logprob,78,183.7,0.0,191.8
134,high_school_biology,B,B,1,logprob,117,229.0,0.0,238.0
135,prehistory,C,B,0,logprob,68,138.5,0.0,146.1
136,high_school_physics,B,D,0,generated,121,225.5,0.0,230.5
137,professional_law,D,D,1,logprob,262,445.9,0.0,453.5
138,philosophy,D,D,1,logprob,75,185.4,0.0,197.2
139,us_foreign_policy,C,C,1,logprob,77,180.9,0.0,187.9
140,conceptual_physics,C,C,1,logprob,64,139.5,0.0,144.4
141,professional_law,C,C,1,logprob,241,402.8,0.0,410.3
142,high_school_european_history,C,C,1,logprob,378,588.0,0.0,601.9
143,high_school_world_history,A,B,0,logprob,336,542.5,0.0,558.3
144,professional_psychology,A,A,1,logprob,68,139.6,0.0,150.1
145,astronomy,A,A,1,logprob,119,226.5,0.0,233.6
146,sociology,D,D,1,logprob,96,189.2,0.0,200.8
147,world_religions,C,C,1,logprob,66,143.4,0.0,153.6
148,moral_scenarios,D,C,0,logprob,132,231.1,0.0,241.8
149,formal_logic,C,A,0,logprob,120,226.6,0.0,235.6
150,college_chemistry,B,A,0,generated,120,226.2,0.0,231.4
151,college_mathematics,D,A,0,generated,134,270.9,0.0,279.3
152,professional_law,C,A,0,generated,550,867.4,0.0,878.3
153,high_school_government_and_politics,D,D,1,logprob,123,228.7,0.0,238.8
154,high_school_physics,D,D,1,logprob,118,229.4,0.0,239.0
155,moral_disputes,C,B,0,logprob,93,183.0,0.0,189.9
156,high_school_european_history,C,C,1,logprob,482,718.7,0.0,727.2
157,professional_law,B,D,0,logprob,334,541.1,0.0,558.3
158,professional_law,C,C,1,logprob,292,452.3,0.0,466.4
159,abstract_algebra,C,,0,none,74,182.0,0.0,192.9
160,sociology,C,C,1,logprob,111,225.6,0.0,233.0
161,electrical_engineering,D,A,0,logprob,65,142.1,0.0,151.8
162,moral_disputes,B,A,0,logprob,98,190.0,0.0,200.0
163,moral_disputes,B,B,1,logprob,106,228.8,0.0,239.3
164,high_school_macroeconomics,A,D,0,logprob,129,228.4,0.0,237.3
165,professional_psychology,D,A,0,logprob,119,230.3,0.0,238.1
166,high_school_psychology,A,A,1,logprob,112,227.3,0.0,238.9
167,moral_scenarios,A,C,0,logprob,137,272.4,0.0,283.5
168,miscellaneous,D,D,1,logprob,65,140.3,0.0,149.0
169,high_school_government_and_politics,A,B,0,logprob,114,227.7,0.0,234.2
170,security_studies,C,C,1,logprob,128,227.1,0.0,234.0
171,high_school_macroeconomics,D,D,1,logprob,94,183.6,0.0,188.6
172,professional_law,A,C,0,logprob,288,449.5,0.0,456.0
173,virology,B,D,0,logprob,74,180.4,0.0,187.1
174,sociology,A,A,1,logprob,95,184.0,0.0,190.7
175,moral_disputes,D,B,0,logprob,65,142.3,0.0,150.7
176,prehistory,C,C,1,logprob,91,185.7,0.0,195.3
177,astronomy,A,A,1,logprob,128,228.4,0.0,237.5
178,sociology,A,C,0,logprob,100,184.4,0.0,192.7
179,high_school_psychology,A,A,1,logprob,79,186.1,0.0,196.0
180,high_school_statistics,B,B,1,logprob,84,183.6,0.0,193.3
181,high_school_european_history,D,C,0,logprob,645,996.3,0.0,1009.4
182,business_ethics,D,D,1,logprob,107,228.6,0.0,246.5
183,high_school_psychology,B,A,0,logprob,109,225.9,0.0,237.4
184,elementary_mathematics,A,B,0,logprob,64,141.7,0.0,149.5
185,moral_disputes,B,B,1,logprob,64,139.2,0.0,145.5
186,high_school_microeconomics,A,A,1,logprob,90,182.8,0.0,189.6
187,high_school_european_history,D,D,1,logprob,263,448.8,0.0,458.3
188,electrical_engineering,B,B,1,logprob,58,140.0,0.0,147.0
189,clinical_knowledge,B,A,0,logprob,105,227.8,0.0,235.9
190,high_school_psychology,C,C,1,logprob,156,273.9,0.0,285.8
191,high_school_mathematics,C,,0,none,113,224.9,0.0,233.7
192,security_studies,B,B,1,logprob,236,401.0,0.0,407.8
193,high_school_psychology,A,A,1,logprob,121,230.5,0.0,240.7
194,moral_scenarios,C,C,1,logprob,136,269.5,0.0,280.3
195,high_school_statistics,D,A,0,generated,120,231.1,0.0,241.6
196,philosophy,C,C,1,logprob,78,184.3,0.0,195.7
197,miscellaneous,C,C,1,logprob,76,183.0,0.0,194.4
198,professional_psychology,C,C,1,logprob,132,231.5,0.0,242.0
199,logical_fallacies,B,B,1,logprob,64,141.9,0.0,151.0
200,clinical_knowledge,B,B,1,logprob,68,137.8,0.0,143.6
201,logical_fallacies,D,D,1,logprob,114,226.6,0.0,234.2
202,moral_disputes,D,D,1,logprob,74,185.1,0.0,195.2
203,machine_learning,A,,0,none,98,190.1,0.0,200.7
204,miscellaneous,C,A,0,logprob,64,142.6,0.0,153.8
205,professional_law,D,C,0,logprob,164,270.5,0.0,279.4
206,nutrition,D,D,1,logprob,54,140.0,0.0,149.4
207,high_school_statistics,C,D,0,logprob,119,230.0,0.0,238.8
208,miscellaneous,B,B,1,logprob,60,141.8,0.0,154.3
209,high_school_chemistry,B,B,1,logprob,86,185.0,0.0,195.8
210,sociology,C,C,1,logprob,84,182.8,0.0,191.8
211,virology,B,B,1,logprob,72,180.5,0.0,186.0
212,prehistory,C,C,1,logprob,101,222.2,0.0,227.2
213,professional_law,C,C,1,logprob,341,533.8,0.0,539.4
214,moral_scenarios,C,C,1,logprob,134,266.5,0.0,272.4
215,high_school_psychology,D,D,1,logprob,85,182.2,0.0,187.8
216,moral_scenarios,B,A,0,logprob,140,268.3,0.0,276.6
217,high_school_macroeconomics,D,D,1,logprob,101,222.4,0.0,231.5
218,management,B,B,1,logprob,62,138.1,0.0,142.7
219,moral_scenarios,B,B,1,logprob,134,268.5,0.0,275.0
220,world_religions,C,C,1,logprob,62,142.6,0.0,152.7
221,high_school_microeconomics,D,C,0,logprob,100,185.8,0.0,194.9
222,astronomy,C,C,1,logprob,145,269.3,0.0,277.4
223,miscellaneous,B,A,0,logprob,74,184.6,0.0,190.5
224,professional_law,C,A,0,logprob,400,629.7,0.0,638.7
225,high_school_biology,B,A,0,logprob,84,181.7,0.0,190.1
226,moral_disputes,C,C,1,logprob,112,225.7,0.0,233.4
227,high_school_psychology,D,D,1,logprob,115,224.8,0.0,233.9
228,high_school_psychology,D,D,1,logprob,75,179.6,0.0,184.3
229,high_school_physics,C,,0,none,170,309.6,0.0,314.6
230,miscellaneous,B,B,1,logprob,73,182.0,0.0,188.6
231,high_school_macroeconomics,D,B,0,logprob,109,228.6,0.0,237.4
232,moral_scenarios,A,C,0,logprob,134,269.0,0.0,278.2
233,high_school_microeconomics,C,C,1,logprob,76,182.4,0.0,190.0
234,elementary_mathematics,B,C,0,generated,126,226.3,0.0,231.8
235,moral_disputes,B,A,0,logprob,119,226.7,0.0,235.4
236,college_computer_science,D,A,0,logprob,124,232.0,0.0,241.4
237,elementary_mathematics,D,,0,none,64,145.6,0.0,156.6
238,high_school_world_history,D,A,0,logprob,338,541.7,0.0,553.2
239,conceptual_physics,D,D,1,logprob,50,140.9,0.0,153.7
240,moral_scenarios,A,B,0,logprob,129,231.0,0.0,241.3
241,professional_law,C,C,1,logprob,428,674.0,0.0,685.9
242,sociology,A,A,1,logprob,95,186.6,0.0,200.9
243,miscellaneous,D,D,1,logprob,62,146.1,0.0,156.8
244,philosophy,D,B,0,logprob,104,225.4,0.0,233.8
245,moral_scenarios,A,C,0,logprob,142,268.6,0.0,275.9
246,global_facts,B,B,1,logprob,194,318.4,0.0,329.2
247,high_school_world_history,D,A,0,logprob,292,448.0,0.0,458.6
248,miscellaneous,B,C,0,logprob,110,221.9,0.0,227.1
249,professional_law,B,D,0,logprob,213,357.2,0.0,362.8
250,professional_law,B,B,1,logprob,265,446.1,0.0,454.1
251,nutrition,A,A,1,logprob,66,139.2,0.0,144.4
252,high_school_chemistry,B,A,0,logprob,76,179.8,0.0,184.8
253,high_school_macroeconomics,D,D,1,logprob,133,269.6,0.0,277.3
254,moral_scenarios,C,C,1,logprob,137,267.9,0.0,276.4
255,international_law,C,C,1,logprob,96,215.0,0.0,227.8
256,professional_accounting,C,B,0,logprob,86,201.0,0.0,207.4
257,professional_law,D,A,0,logprob,278,470.6,0.0,485.0
258,marketing,C,C,1,logprob,117,229.6,0.0,261.7
259,nutrition,D,D,1,logprob,102,239.2,0.0,253.1
260,high_school_european_history,C,C,1,logprob,233,412.6,0.0,430.4
261,moral_scenarios,D,C,0,logprob,145,269.0,0.0,283.0
262,clinical_knowledge,A,B,0,logprob,90,182.8,0.0,194.2
263,nutrition,D,A,0,logprob,94,185.6,0.0,195.2
264,high_school_statistics,D,,0,none,125,230.3,0.0,239.6
265,elementary_mathematics,A,A,1,logprob,60,141.3,0.0,157.0
266,college_biology,D,D,1,logprob,68,140.6,0.0,148.1
267,virology,D,D,1,logprob,77,179.1,0.0,186.0
268,moral_scenarios,C,C,1,logprob,136,272.4,0.0,280.7
269,conceptual_physics,C,A,0,logprob,61,142.7,0.0,155.1
270,miscellaneous,C,C,1,logprob,96,190.3,0.0,202.8
271,moral_scenarios,A,C,0,logprob,134,268.2,0.0,277.7
272,moral_disputes,A,A,1,logprob,129,228.2,0.0,235.0
273,professional_law,D,A,0,logprob,251,407.5,0.0,418.4
274,high_school_biology,D,B,0,logprob,87,184.4,0.0,194.9
275,professional_medicine,D,A,0,logprob,142,267.8,0.0,274.4
276,professional_law,B,B,1,logprob,361,580.5,0.0,591.2
277,anatomy,A,D,0,logprob,129,229.8,0.0,245.2
278,high_school_us_history,C,C,1,logprob,183,313.8,0.0,321.4
279,computer_security,D,A,0,logprob,144,267.7,0.0,274.1
280,moral_scenarios,D,C,0,logprob,126,232.1,0.0,239.9
281,international_law,D,C,0,logprob,117,225.8,0.0,234.9
282,moral_scenarios,C,C,1,logprob,140,266.6,0.0,271.7
283,professional_law,C,A,0,logprob,254,404.0,0.0,411.0
284,miscellaneous,C,C,1,logprob,54,140.2,0.0,149.4
285,abstract_algebra,C,A,0,generated,89,182.2,0.0,190.1
286,marketing,A,A,1,logprob,94,184.6,0.0,191.7
287,high_school_european_history,D,D,1,logprob,285,453.8,0.0,465.1
288,professional_accounting,A,C,0,logprob,196,315.2,0.0,326.9
289,high_school_psychology,D,D,1,logprob,69,182.0,0.0,189.6
290,elementary_mathematics,B,,0,none,87,187.2,0.0,198.0
291,professional_medicine,A,,0,none,257,408.2,0.0,418.2
292,moral_scenarios,D,C,0,logprob,137,268.6,0.0,278.7
293,high_school_macroeconomics,A,A,1,logprob,76,184.0,0.0,194.4
294,formal_logic,D,C,0,logprob,64,141.2,0.0,149.3
295,elementary_mathematics,B,D,0,generated,101,225.7,0.0,231.5
296,moral_scenarios,B,C,0,logprob,137,272.0,0.0,280.7
297,high_school_geography,C,B,0,logprob,73,180.4,0.0,187.7
298,moral_scenarios,C,B,0,logprob,137,269.3,0.0,284.5
299,professional_accounting,B,C,0,logprob,121,232.1,0.0,243.8
300,elementary_mathematics,C,A,0,generated,103,226.5,0.0,235.9
301,high_school_biology,C,C,1,logprob,90,182.1,0.0,187.9
302,philosophy,B,D,0,logprob,99,186.3,0.0,194.1
303,high_school_us_history,C,C,1,logprob,376,596.1,0.0,609.3
304,college_medicine,B,D,0,logprob,183,317.8,0.0,331.7
305,professional_law,A,D,0,logprob,296,493.8,0.0,506.0
306,prehistory,B,B,1,logprob,68,140.7,0.0,154.4
307,public_relations,A,B,0,logprob,128,227.4,0.0,233.8
308,philosophy,C,C,1,logprob,83,181.9,0.0,188.9
309,high_school_biology,B,B,1,logprob,112,230.6,0.0,239.8
310,professional_law,D,C,0,logprob,417,632.6,0.0,645.3
311,high_school_government_and_politics,D,D,1,logprob,75,184.4,0.0,200.0
312,elementary_mathematics,B,,0,none,121,227.5,0.0,236.5
313,miscellaneous,C,C,1,logprob,257,405.6,0.0,413.7
314,high_school_us_history,B,D,0,logprob,221,357.9,0.0,364.0
315,professional_accounting,D,C,0,logprob,188,315.4,0.0,324.0
316,sociology,D,C,0,logprob,89,182.5,0.0,191.2
317,moral_scenarios,D,C,0,logprob,155,268.0,0.0,272.8
318,econometrics,D,B,0,logprob,81,181.2,0.0,186.7
319,high_school_psychology,C,C,1,logprob,60,139.1,0.0,144.8
320,medical_genetics,B,B,1,logprob,70,183.5,0.0,191.8
321,professional_law,C,C,1,logprob,306,497.0,0.0,508.5
322,professional_law,A,C,0,logprob,247,413.6,0.0,425.3
323,us_foreign_policy,B,B,1,logprob,85,190.6,0.0,198.0
324,professional_medicine,A,A,1,logprob,132,232.0,0.0,239.2
325,professional_accounting,A,A,1,logprob,105,229.8,0.0,238.2
326,formal_logic,D,A,0,logprob,88,192.2,0.0,202.1
327,human_aging,A,B,0,logprob,106,235.0,0.0,244.2
328,high_school_world_history,B,B,1,logprob,212,370.8,0.0,381.8
329,management,C,A,0,logprob,66,149.0,0.0,159.8
330,human_aging,C,C,1,logprob,96,204.8,0.0,212.7
331,high_school_macroeconomics,B,B,1,logprob,99,191.5,0.0,198.8
332,professional_law,A,B,0,logprob,231,412.3,0.0,425.6
333,moral_scenarios,D,C,0,logprob,125,247.0,0.0,259.3
334,high_school_macroeconomics,D,A,0,logprob,85,196.4,0.0,207.3
335,human_aging,C,B,0,logprob,89,191.5,0.0,202.4
336,high_school_macroeconomics,B,D,0,logprob,112,231.1,0.0,239.6
337,nutrition,D,D,1,logprob,64,143.1,0.0,148.5
338,nutrition,C,C,1,logprob,67,142.8,0.0,148.4
339,high_school_mathematics,D,,0,none,85,188.1,0.0,195.6
340,professional_law,D,C,0,logprob,211,367.7,0.0,377.4
341,professional_accounting,B,,0,none,174,318.2,0.0,323.9
342,professional_law,C,B,0,logprob,359,600.8,0.0,610.2
343,professional_law,A,A,1,logprob,177,325.4,0.0,338.6
344,human_aging,C,C,1,logprob,67,145.9,0.0,151.9
345,moral_disputes,B,B,1,logprob,118,235.2,0.0,243.2
346,high_school_us_history,B,B,1,logprob,407,647.5,0.0,666.3
347,logical_fallacies,C,C,1,logprob,118,238.4,0.0,251.0
348,abstract_algebra,B,B,1,logprob,92,193.8,0.0,205.6
349,moral_scenarios,D,B,0,logprob,137,275.7,0.0,285.5
350,moral_scenarios,C,C,1,logprob,128,229.9,0.0,233.6
351,astronomy,C,A,0,logprob,123,234.7,0.0,239.2
352,high_school_european_history,D,D,1,logprob,288,459.1,0.0,465.0
353,high_school_macroeconomics,A,A,1,logprob,113,232.6,0.0,237.3
354,security_studies,D,D,1,logprob,90,186.8,0.0,191.4
355,moral_scenarios,C,B,0,logprob,138,277.9,0.0,285.1
356,high_school_statistics,A,A,1,generated,196,323.5,0.0,333.5
357,professional_psychology,A,A,1,logprob,149,297.6,0.0,304.4
358,professional_law,D,D,1,logprob,210,377.8,0.0,389.6
359,virology,C,C,1,logprob,86,196.2,0.0,208.0
360,miscellaneous,A,A,1,logprob,88,198.1,0.0,209.7
361,high_school_biology,B,B,1,logprob,76,188.6,0.0,197.3
362,college_computer_science,C,C,1,logprob,82,195.2,0.0,203.7
363,clinical_knowledge,A,A,1,logprob,64,150.4,0.0,158.5
364,high_school_mathematics,D,,0,none,112,235.6,0.0,242.1
365,moral_scenarios,C,B,0,logprob,136,282.0,0.0,288.4
366,anatomy,A,C,0,logprob,65,147.7,0.0,153.5
367,conceptual_physics,D,C,0,logprob,75,200.1,0.0,206.1
368,professional_psychology,B,B,1,logprob,103,270.5,0.0,278.3
369,college_computer_science,D,,0,none,228,455.2,0.0,470.0
370,electrical_engineering,A,D,0,generated,91,237.5,0.0,246.1
371,miscellaneous,A,C,0,logprob,68,171.1,0.0,179.3
372,prehistory,C,C,1,logprob,132,272.3,0.0,282.9
373,moral_disputes,B,A,0,logprob,79,198.7,0.0,204.4
374,prehistory,A,B,0,logprob,76,230.2,0.0,235.9
375,miscellaneous,A,A,1,logprob,62,146.3,0.0,150.5
376,computer_security,A,A,1,logprob,63,161.2,0.0,166.3
377,miscellaneous,B,B,1,logprob,64,162.7,0.0,184.3
378,marketing,B,A,0,logprob,71,189.4,0.0,194.9
379,professional_psychology,C,D,0,logprob,97,194.0,0.0,202.1
380,security_studies,D,D,1,logprob,176,356.6,0.0,367.4
381,prehistory,D,D,1,logprob,168,372.9,0.0,381.1
382,college_medicine,D,D,1,logprob,82,220.2,0.0,226.1
383,professional_law,B,B,1,logprob,82,230.2,0.0,239.6
384,high_school_european_history,A,A,1,logprob,663,1295.6,0.0,1323.7
385,moral_scenarios,C,B,0,logprob,139,308.5,0.0,319.1
386,high_school_chemistry,C,A,0,logprob,129,250.5,0.0,255.9
387,miscellaneous,A,B,0,logprob,61,155.5,0.0,160.6
388,high_school_geography,B,B,1,logprob,81,205.1,0.0,210.3
389,moral_disputes,A,A,1,logprob,69,220.5,0.0,227.6
390,formal_logic,A,A,1,generated,173,426.1,0.0,432.1
391,electrical_engineering,A,D,0,logprob,86,245.5,0.0,254.2
392,elementary_mathematics,D,,0,none,87,233.6,0.0,241.7
393,human_aging,D,D,1,logprob,82,236.2,0.0,242.7
394,high_school_computer_science,D,B,0,logprob,118,295.7,0.0,304.1
395,conceptual_physics,D,D,1,logprob,57,177.2,0.0,193.1
396,high_school_microeconomics,D,B,0,logprob,78,214.0,0.0,223.9
397,professional_law,A,D,0,logprob,312,588.2,0.0,597.2
398,professional_law,C,C,1,logprob,248,497.6,0.0,510.7
399,moral_scenarios,D,C,0,logprob,153,324.1,0.0,329.7
400,professional_psychology,D,A,0,logprob,66,180.7,0.0,190.9
401,public_relations,A,A,1,logprob,67,170.5,0.0,182.7
402,professional_law,A,A,1,logprob,296,599.0,0.0,607.2
403,miscellaneous,D,D,1,logprob,57,162.0,0.0,178.2
404,high_school_macroeconomics,D,D,1,logprob,84,190.5,0.0,203.8
405,philosophy,B,B,1,logprob,96,189.8,0.0,193.8
406,professional_accounting,C,B,0,logprob,181,328.5,0.0,335.6
407,college_biology,D,D,1,logprob,81,210.9,0.0,223.2
408,prehistory,A,A,1,logprob,96,222.9,0.0,231.6
409,us_foreign_policy,B,B,1,logprob,67,158.8,0.0,163.0
410,astronomy,D,D,1,logprob,80,197.2,0.0,202.2
411,marketing,C,B,0,logprob,113,246.1,0.0,253.4
412,high_school_chemistry,D,A,0,logprob,110,245.8,0.0,258.4
413,prehistory,C,C,1,logprob,81,201.9,0.0,211.9
414,anatomy,B,C,0,logprob,90,200.6,0.0,206.3
415,us_foreign_policy,C,B,0,logprob,67,154.8,0.0,158.7
416,moral_scenarios,B,C,0,logprob,139,327.4,0.0,332.3
417,miscellaneous,D,D,1,logprob,73,229.5,0.0,234.0
418,econometrics,C,A,0,logprob,139,349.7,0.0,361.5
419,miscellaneous,B,A,0,logprob,52,191.9,0.0,206.2
420,professional_accounting,A,A,1,logprob,106,347.2,0.0,631.7
421,high_school_psychology,D,D,1,logprob,135,415.9,0.0,490.6
422,college_physics,B,,0,none,115,354.6,0.0,390.1
423,high_school_world_history,A,A,1,logprob,241,610.9,0.0,689.5
424,high_school_us_history,C,C,1,logprob,432,965.8,0.0,1014.1
