id,subject,gold,pred,correct,method,prompt_n,prompt_ms,predicted_ms,wall_ms
100,global_facts,B,C,0,logprob,83,480.6,0.0,744.4
101,computer_security,D,D,1,logprob,66,461.5,0.0,744.4
102,conceptual_physics,B,C,0,logprob,68,442.3,0.0,744.4
103,public_relations,C,C,1,logprob,126,600.9,0.0,744.4
104,moral_disputes,A,B,0,logprob,120,545.4,0.0,744.4
105,clinical_knowledge,C,C,1,logprob,72,491.8,0.0,744.4
106,computer_security,C,C,1,logprob,86,486.2,0.0,744.4
107,professional_accounting,D,B,0,logprob,158,666.7,0.0,744.4
108,high_school_psychology,D,D,1,logprob,107,521.2,0.0,744.4
109,high_school_mathematics,D,B,0,logprob,72,488.5,0.0,744.4
110,moral_scenarios,D,C,0,logprob,140,635.3,0.0,744.4
111,professional_psychology,B,A,0,logprob,137,615.6,0.0,744.4
112,clinical_knowledge,C,C,1,logprob,80,501.2,0.0,744.4
113,miscellaneous,D,D,1,logprob,76,463.2,0.0,744.4
114,high_school_us_history,C,B,0,logprob,394,1288.2,0.0,744.4
115,moral_scenarios,D,C,0,logprob,133,592.9,0.0,744.4
116,professional_law,C,C,1,logprob,166,674.3,0.0,744.4
117,anatomy,D,B,0,logprob,78,486.3,0.0,744.4
118,philosophy,A,D,0,logprob,89,486.6,0.0,744.4
119,high_school_psychology,A,A,1,logprob,86,494.9,0.0,744.4
120,high_school_geography,B,A,0,logprob,75,472.5,0.0,744.4
121,international_law,B,B,1,logprob,132,631.5,0.0,744.4
122,human_aging,B,B,1,logprob,59,429.2,0.0,744.4
123,moral_scenarios,D,B,0,logprob,143,634.6,0.0,744.4
124,elementary_mathematics,A,A,1,logprob,129,584.9,0.0,744.4
125,high_school_microeconomics,D,C,0,logprob,92,507.6,0.0,744.4
126,computer_security,C,B,0,logprob,255,850.4,0.0,744.4
127,professional_law,B,B,1,logprob,257,876.5,0.0,744.4
128,global_facts,A,B,0,logprob,86,506.0,0.0,744.4
129,philosophy,C,C,1,logprob,81,481.0,0.0,744.4
130,high_school_psychology,A,A,1,logprob,80,496.1,0.0,744.4
131,moral_scenarios,B,B,1,logprob,158,654.6,0.0,744.4
132,us_foreign_policy,B,B,1,logprob,95,517.7,0.0,744.4
133,professional_psychology,C,D,0,logprob,78,474.4,0.0,744.4
134,high_school_biology,B,B,1,logprob,117,539.3,0.0,744.4
135,prehistory,C,B,0,logprob,68,424.9,0.0,744.4
136,high_school_physics,B,B,1,logprob,121,525.2,0.0,744.4
137,professional_law,D,D,1,logprob,262,980.0,0.0,744.4
138,philosophy,D,D,1,logprob,75,471.9,0.0,744.4
139,us_foreign_policy,C,C,1,logprob,77,504.3,0.0,744.4
140,conceptual_physics,C,C,1,logprob,64,439.3,0.0,744.4
141,professional_law,C,C,1,logprob,241,836.5,0.0,744.4
142,high_school_european_history,C,C,1,logprob,378,1190.0,0.0,744.4
143,high_school_world_history,A,B,0,logprob,336,1184.7,0.0,744.4
144,professional_psychology,A,A,1,logprob,68,463.6,0.0,744.4
145,astronomy,A,A,1,logprob,119,543.4,0.0,744.4
146,sociology,D,D,1,logprob,96,513.8,0.0,744.4
147,world_religions,C,C,1,logprob,66,445.2,0.0,744.4
148,moral_scenarios,D,C,0,logprob,132,587.2,0.0,744.4
149,formal_logic,C,A,0,logprob,120,539.7,0.0,744.4
150,college_chemistry,B,B,1,logprob,120,549.2,0.0,797.0
151,college_mathematics,D,B,0,logprob,134,611.2,0.0,797.0
152,professional_law,C,C,1,logprob,550,1871.3,0.0,797.0
153,high_school_government_and_politics,D,D,1,logprob,123,545.5,0.0,797.0
154,high_school_physics,D,D,1,logprob,118,541.1,0.0,797.0
155,moral_disputes,C,B,0,logprob,93,487.9,0.0,797.0
156,high_school_european_history,C,C,1,logprob,482,1459.3,0.0,797.0
157,professional_law,B,D,0,logprob,334,1128.0,0.0,797.0
158,professional_law,C,C,1,logprob,292,991.6,0.0,797.0
159,abstract_algebra,C,B,0,logprob,74,484.2,0.0,797.0
160,sociology,C,C,1,logprob,111,536.8,0.0,797.0
161,electrical_engineering,D,A,0,logprob,65,470.6,0.0,797.0
162,moral_disputes,B,A,0,logprob,98,496.2,0.0,797.0
163,moral_disputes,B,B,1,logprob,106,536.4,0.0,797.0
164,high_school_macroeconomics,A,D,0,logprob,129,603.2,0.0,797.0
165,professional_psychology,D,A,0,logprob,119,541.0,0.0,797.0
166,high_school_psychology,A,A,1,logprob,112,530.4,0.0,797.0
167,moral_scenarios,A,C,0,logprob,137,622.7,0.0,797.0
168,miscellaneous,D,D,1,logprob,65,460.2,0.0,797.0
169,high_school_government_and_politics,A,B,0,logprob,114,526.4,0.0,797.0
170,security_studies,C,C,1,logprob,128,598.8,0.0,797.0
171,high_school_macroeconomics,D,D,1,logprob,94,521.8,0.0,797.0
172,professional_law,A,C,0,logprob,288,1051.5,0.0,797.0
173,virology,B,D,0,logprob,74,473.8,0.0,797.0
174,sociology,A,A,1,logprob,95,499.0,0.0,797.0
175,moral_disputes,D,B,0,logprob,65,459.1,0.0,797.0
176,prehistory,C,C,1,logprob,91,492.8,0.0,797.0
177,astronomy,A,A,1,logprob,128,584.7,0.0,797.0
178,sociology,A,C,0,logprob,100,515.3,0.0,797.0
179,high_school_psychology,A,A,1,logprob,79,501.5,0.0,797.0
180,high_school_statistics,B,B,1,logprob,84,472.1,0.0,797.0
181,high_school_european_history,D,C,0,logprob,645,2083.3,0.0,797.0
182,business_ethics,D,D,1,logprob,107,517.9,0.0,797.0
183,high_school_psychology,B,B,1,logprob,109,527.2,0.0,797.0
184,elementary_mathematics,A,B,0,logprob,64,464.2,0.0,797.0
185,moral_disputes,B,B,1,logprob,64,435.7,0.0,797.0
186,high_school_microeconomics,A,A,1,logprob,90,510.4,0.0,797.0
187,high_school_european_history,D,D,1,logprob,263,991.9,0.0,797.0
188,electrical_engineering,B,B,1,logprob,58,424.0,0.0,797.0
189,clinical_knowledge,B,A,0,logprob,105,522.1,0.0,797.0
190,high_school_psychology,C,C,1,logprob,156,628.6,0.0,797.0
191,high_school_mathematics,C,A,0,logprob,113,522.6,0.0,797.0
192,security_studies,B,B,1,logprob,236,811.6,0.0,797.0
193,high_school_psychology,A,A,1,logprob,121,541.0,0.0,797.0
194,moral_scenarios,C,B,0,logprob,136,625.9,0.0,797.0
195,high_school_statistics,D,B,0,logprob,120,562.2,0.0,797.0
196,philosophy,C,B,0,logprob,78,490.4,0.0,797.0
197,miscellaneous,C,C,1,logprob,76,471.7,0.0,797.0
198,professional_psychology,C,C,1,logprob,132,589.7,0.0,797.0
199,logical_fallacies,B,B,1,logprob,64,432.3,0.0,797.0
200,clinical_knowledge,B,B,1,logprob,68,453.3,0.0,751.4
201,logical_fallacies,D,D,1,logprob,114,549.7,0.0,751.4
202,moral_disputes,D,D,1,logprob,74,490.0,0.0,751.4
203,machine_learning,A,B,0,logprob,98,524.7,0.0,751.4
204,miscellaneous,C,B,0,logprob,64,440.8,0.0,751.4
205,professional_law,D,C,0,logprob,164,650.2,0.0,751.4
206,nutrition,D,D,1,logprob,54,431.2,0.0,751.4
207,high_school_statistics,C,D,0,logprob,119,550.7,0.0,751.4
208,miscellaneous,B,B,1,logprob,60,429.5,0.0,751.4
209,high_school_chemistry,B,B,1,logprob,86,505.3,0.0,751.4
210,sociology,C,C,1,logprob,84,479.9,0.0,751.4
211,virology,B,B,1,logprob,72,475.1,0.0,751.4
212,prehistory,C,C,1,logprob,101,517.3,0.0,751.4
213,professional_law,C,C,1,logprob,341,1160.8,0.0,751.4
214,moral_scenarios,C,C,1,logprob,134,660.8,0.0,751.4
215,high_school_psychology,D,D,1,logprob,85,507.1,0.0,751.4
216,moral_scenarios,B,C,0,logprob,140,609.0,0.0,751.4
217,high_school_macroeconomics,D,D,1,logprob,101,523.9,0.0,751.4
218,management,B,B,1,logprob,62,433.9,0.0,751.4
219,moral_scenarios,B,B,1,logprob,134,633.9,0.0,751.4
220,world_religions,C,B,0,logprob,62,452.7,0.0,751.4
221,high_school_microeconomics,D,D,1,logprob,100,526.5,0.0,751.4
222,astronomy,C,C,1,logprob,145,618.4,0.0,751.4
223,miscellaneous,B,B,1,logprob,74,485.5,0.0,751.4
224,professional_law,C,A,0,logprob,400,1299.9,0.0,751.4
225,high_school_biology,B,A,0,logprob,84,475.8,0.0,751.4
226,moral_disputes,C,C,1,logprob,112,523.4,0.0,751.4
227,high_school_psychology,D,D,1,logprob,115,536.1,0.0,751.4
228,high_school_psychology,D,D,1,logprob,75,472.0,0.0,751.4
229,high_school_physics,C,B,0,logprob,170,666.1,0.0,751.4
230,miscellaneous,B,B,1,logprob,73,463.4,0.0,751.4
231,high_school_macroeconomics,D,B,0,logprob,109,540.4,0.0,751.4
232,moral_scenarios,A,C,0,logprob,134,629.5,0.0,751.4
233,high_school_microeconomics,C,C,1,logprob,76,480.2,0.0,751.4
234,elementary_mathematics,B,B,1,logprob,126,585.7,0.0,751.4
235,moral_disputes,B,A,0,logprob,119,542.4,0.0,751.4
236,college_computer_science,D,B,0,logprob,124,559.2,0.0,751.4
237,elementary_mathematics,D,B,0,logprob,64,435.0,0.0,751.4
238,high_school_world_history,D,B,0,logprob,338,1124.4,0.0,751.4
239,conceptual_physics,D,D,1,logprob,50,412.8,0.0,751.4
240,moral_scenarios,A,B,0,logprob,129,589.0,0.0,751.4
241,professional_law,C,C,1,logprob,428,1375.4,0.0,751.4
242,sociology,A,B,0,logprob,95,499.8,0.0,751.4
243,miscellaneous,D,D,1,logprob,62,441.3,0.0,751.4
244,philosophy,D,B,0,logprob,104,516.9,0.0,751.4
245,moral_scenarios,A,C,0,logprob,142,620.5,0.0,751.4
246,global_facts,B,B,1,logprob,194,720.6,0.0,751.4
247,high_school_world_history,D,A,0,logprob,292,1013.6,0.0,751.4
248,miscellaneous,B,C,0,logprob,110,517.4,0.0,751.4
249,professional_law,B,D,0,logprob,213,780.6,0.0,751.4
250,professional_law,B,B,1,logprob,265,982.3,0.0,762.8
251,nutrition,A,A,1,logprob,66,459.1,0.0,762.8
252,high_school_chemistry,B,D,0,logprob,76,495.4,0.0,762.8
253,high_school_macroeconomics,D,D,1,logprob,133,632.6,0.0,762.8
254,moral_scenarios,C,C,1,logprob,137,608.1,0.0,762.8
255,international_law,C,C,1,logprob,96,510.9,0.0,762.8
256,professional_accounting,C,B,0,logprob,86,508.1,0.0,762.8
257,professional_law,D,A,0,logprob,278,996.6,0.0,762.8
258,marketing,C,C,1,logprob,117,560.4,0.0,762.8
259,nutrition,D,D,1,logprob,102,523.9,0.0,762.8
260,high_school_european_history,C,C,1,logprob,233,837.9,0.0,762.8
261,moral_scenarios,D,C,0,logprob,145,634.0,0.0,762.8
262,clinical_knowledge,A,B,0,logprob,90,479.4,0.0,762.8
263,nutrition,D,A,0,logprob,94,505.0,0.0,762.8
264,high_school_statistics,D,B,0,logprob,125,583.5,0.0,762.8
265,elementary_mathematics,A,A,1,logprob,60,431.3,0.0,762.8
266,college_biology,D,D,1,logprob,68,459.4,0.0,762.8
267,virology,D,D,1,logprob,77,476.9,0.0,762.8
268,moral_scenarios,C,C,1,logprob,136,605.9,0.0,762.8
269,conceptual_physics,C,A,0,logprob,61,454.8,0.0,762.8
270,miscellaneous,C,C,1,logprob,96,510.3,0.0,762.8
271,moral_scenarios,A,C,0,logprob,134,607.6,0.0,762.8
272,moral_disputes,A,A,1,logprob,129,604.8,0.0,762.8
273,professional_law,D,A,0,logprob,251,882.8,0.0,762.8
274,high_school_biology,D,B,0,logprob,87,532.7,0.0,762.8
275,professional_medicine,D,B,0,logprob,142,643.9,0.0,762.8
276,professional_law,B,B,1,logprob,361,1183.9,0.0,762.8
277,anatomy,A,D,0,logprob,129,582.4,0.0,762.8
278,high_school_us_history,C,C,1,logprob,183,679.9,0.0,762.8
279,computer_security,D,B,0,logprob,144,631.0,0.0,762.8
280,moral_scenarios,D,C,0,logprob,126,588.3,0.0,762.8
281,international_law,D,C,0,logprob,117,530.7,0.0,762.8
282,moral_scenarios,C,B,0,logprob,140,618.1,0.0,762.8
283,professional_law,C,B,0,logprob,254,853.0,0.0,762.8
284,miscellaneous,C,C,1,logprob,54,439.8,0.0,762.8
285,abstract_algebra,C,B,0,logprob,89,490.6,0.0,762.8
286,marketing,A,A,1,logprob,94,499.9,0.0,762.8
287,high_school_european_history,D,D,1,logprob,285,971.5,0.0,762.8
288,professional_accounting,A,C,0,logprob,196,731.3,0.0,762.8
289,high_school_psychology,D,D,1,logprob,69,486.4,0.0,762.8
290,elementary_mathematics,B,B,1,logprob,87,502.6,0.0,762.8
291,professional_medicine,A,D,0,logprob,257,879.2,0.0,762.8
292,moral_scenarios,D,C,0,logprob,137,615.2,0.0,762.8
293,high_school_macroeconomics,A,A,1,logprob,76,476.0,0.0,762.8
294,formal_logic,D,C,0,logprob,64,446.6,0.0,762.8
295,elementary_mathematics,B,B,1,logprob,101,525.6,0.0,762.8
296,moral_scenarios,B,B,1,logprob,137,626.0,0.0,762.8
297,high_school_geography,C,B,0,logprob,73,473.4,0.0,762.8
298,moral_scenarios,C,B,0,logprob,137,612.0,0.0,762.8
299,professional_accounting,B,C,0,logprob,121,566.1,0.0,762.8
300,elementary_mathematics,C,C,1,logprob,103,528.5,0.0,801.2
301,high_school_biology,C,C,1,logprob,90,493.7,0.0,801.2
302,philosophy,B,D,0,logprob,99,515.8,0.0,801.2
303,high_school_us_history,C,C,1,logprob,376,1266.1,0.0,801.2
304,college_medicine,B,D,0,logprob,183,678.6,0.0,801.2
305,professional_law,A,D,0,logprob,296,1050.2,0.0,801.2
306,prehistory,B,B,1,logprob,68,457.9,0.0,801.2
307,public_relations,A,B,0,logprob,128,603.1,0.0,801.2
308,philosophy,C,C,1,logprob,83,496.5,0.0,801.2
309,high_school_biology,B,B,1,logprob,112,554.9,0.0,801.2
310,professional_law,D,C,0,logprob,417,1337.9,0.0,801.2
311,high_school_government_and_politics,D,D,1,logprob,75,473.9,0.0,801.2
312,elementary_mathematics,B,B,1,logprob,121,543.3,0.0,801.2
313,miscellaneous,C,C,1,logprob,257,878.6,0.0,801.2
314,high_school_us_history,B,D,0,logprob,221,795.4,0.0,801.2
315,professional_accounting,D,C,0,logprob,188,683.8,0.0,801.2
316,sociology,D,D,1,logprob,89,508.2,0.0,801.2
317,moral_scenarios,D,C,0,logprob,155,655.2,0.0,801.2
318,econometrics,D,B,0,logprob,81,492.7,0.0,801.2
319,high_school_psychology,C,C,1,logprob,60,424.5,0.0,801.2
320,medical_genetics,B,B,1,logprob,70,470.5,0.0,801.2
321,professional_law,C,C,1,logprob,306,1038.6,0.0,801.2
322,professional_law,A,C,0,logprob,247,831.9,0.0,801.2
323,us_foreign_policy,B,B,1,logprob,85,502.9,0.0,801.2
324,professional_medicine,A,B,0,logprob,132,614.8,0.0,801.2
325,professional_accounting,A,A,1,logprob,105,513.7,0.0,801.2
326,formal_logic,D,A,0,logprob,88,509.8,0.0,801.2
327,human_aging,A,B,0,logprob,106,516.8,0.0,801.2
328,high_school_world_history,B,B,1,logprob,212,774.5,0.0,801.2
329,management,C,B,0,logprob,66,442.9,0.0,801.2
330,human_aging,C,C,1,logprob,96,520.8,0.0,801.2
331,high_school_macroeconomics,B,B,1,logprob,99,507.0,0.0,801.2
332,professional_law,A,B,0,logprob,231,840.4,0.0,801.2
333,moral_scenarios,D,B,0,logprob,125,580.2,0.0,801.2
334,high_school_macroeconomics,D,A,0,logprob,85,494.9,0.0,801.2
335,human_aging,C,D,0,logprob,89,515.1,0.0,801.2
336,high_school_macroeconomics,B,D,0,logprob,112,539.9,0.0,801.2
337,nutrition,D,D,1,logprob,64,452.0,0.0,801.2
338,nutrition,C,C,1,logprob,67,445.1,0.0,801.2
339,high_school_mathematics,D,B,0,logprob,85,503.3,0.0,801.2
340,professional_law,D,C,0,logprob,211,794.5,0.0,801.2
341,professional_accounting,B,B,1,logprob,174,678.3,0.0,801.2
342,professional_law,C,B,0,logprob,359,1185.8,0.0,801.2
343,professional_law,A,A,1,logprob,177,668.7,0.0,801.2
344,human_aging,C,C,1,logprob,67,456.0,0.0,801.2
345,moral_disputes,B,B,1,logprob,118,556.9,0.0,801.2
346,high_school_us_history,B,B,1,logprob,407,1297.6,0.0,801.2
347,logical_fallacies,C,C,1,logprob,118,561.8,0.0,801.2
348,abstract_algebra,B,B,1,logprob,92,507.6,0.0,801.2
349,moral_scenarios,D,B,0,logprob,137,616.6,0.0,801.2
350,moral_scenarios,C,C,1,logprob,128,586.5,0.0,747.9
351,astronomy,C,A,0,logprob,123,541.3,0.0,747.9
352,high_school_european_history,D,D,1,logprob,288,1000.0,0.0,747.9
353,high_school_macroeconomics,A,A,1,logprob,113,535.0,0.0,747.9
354,security_studies,D,D,1,logprob,90,489.8,0.0,747.9
355,moral_scenarios,C,B,0,logprob,138,616.1,0.0,747.9
356,high_school_statistics,A,B,0,logprob,196,723.5,0.0,747.9
357,professional_psychology,A,A,1,logprob,149,651.4,0.0,747.9
358,professional_law,D,D,1,logprob,210,772.7,0.0,747.9
359,virology,C,C,1,logprob,86,488.2,0.0,747.9
360,miscellaneous,A,C,0,logprob,88,491.4,0.0,747.9
361,high_school_biology,B,B,1,logprob,76,475.2,0.0,747.9
362,college_computer_science,C,C,1,logprob,82,483.7,0.0,747.9
363,clinical_knowledge,A,A,1,logprob,64,440.3,0.0,747.9
364,high_school_mathematics,D,A,0,logprob,112,544.5,0.0,747.9
365,moral_scenarios,C,B,0,logprob,136,625.3,0.0,747.9
366,anatomy,A,B,0,logprob,65,444.8,0.0,747.9
367,conceptual_physics,D,C,0,logprob,75,471.0,0.0,747.9
368,professional_psychology,B,D,0,logprob,103,518.1,0.0,747.9
369,college_computer_science,D,B,0,logprob,228,799.5,0.0,747.9
370,electrical_engineering,A,D,0,logprob,91,533.1,0.0,747.9
371,miscellaneous,A,C,0,logprob,68,438.6,0.0,747.9
372,prehistory,C,C,1,logprob,132,580.1,0.0,747.9
373,moral_disputes,B,A,0,logprob,79,480.7,0.0,747.9
374,prehistory,A,B,0,logprob,76,488.9,0.0,747.9
375,miscellaneous,A,A,1,logprob,62,459.1,0.0,747.9
376,computer_security,A,A,1,logprob,63,460.9,0.0,747.9
377,miscellaneous,B,B,1,logprob,64,447.1,0.0,747.9
378,marketing,B,B,1,logprob,71,481.6,0.0,747.9
379,professional_psychology,C,D,0,logprob,97,520.9,0.0,747.9
380,security_studies,D,D,1,logprob,176,667.1,0.0,747.9
381,prehistory,D,D,1,logprob,168,677.4,0.0,747.9
382,college_medicine,D,D,1,logprob,82,488.4,0.0,747.9
383,professional_law,B,B,1,logprob,82,477.5,0.0,747.9
384,high_school_european_history,A,A,1,logprob,663,2127.0,0.0,747.9
385,moral_scenarios,C,B,0,logprob,139,612.7,0.0,747.9
386,high_school_chemistry,C,B,0,logprob,129,600.5,0.0,747.9
387,miscellaneous,A,B,0,logprob,61,449.6,0.0,747.9
388,high_school_geography,B,B,1,logprob,81,479.6,0.0,747.9
389,moral_disputes,A,A,1,logprob,69,485.1,0.0,747.9
390,formal_logic,A,B,0,logprob,173,678.6,0.0,747.9
391,electrical_engineering,A,D,0,logprob,86,494.2,0.0,747.9
392,elementary_mathematics,D,B,0,logprob,87,501.6,0.0,747.9
393,human_aging,D,D,1,logprob,82,495.0,0.0,747.9
394,high_school_computer_science,D,B,0,logprob,118,552.4,0.0,747.9
395,conceptual_physics,D,D,1,logprob,57,428.8,0.0,747.9
396,high_school_microeconomics,D,B,0,logprob,78,479.4,0.0,747.9
397,professional_law,A,D,0,logprob,312,1050.3,0.0,747.9
398,professional_law,C,C,1,logprob,248,849.2,0.0,747.9
399,moral_scenarios,D,B,0,logprob,153,632.9,0.0,747.9
400,professional_psychology,D,A,0,logprob,66,453.3,0.0,730.9
401,public_relations,A,A,1,logprob,67,445.3,0.0,730.9
402,professional_law,A,A,1,logprob,296,1029.6,0.0,730.9
403,miscellaneous,D,D,1,logprob,57,426.2,0.0,730.9
404,high_school_macroeconomics,D,D,1,logprob,84,477.5,0.0,730.9
405,philosophy,B,B,1,logprob,96,522.0,0.0,730.9
406,professional_accounting,C,B,0,logprob,181,699.1,0.0,730.9
407,college_biology,D,D,1,logprob,81,474.7,0.0,730.9
408,prehistory,A,A,1,logprob,96,500.9,0.0,730.9
409,us_foreign_policy,B,B,1,logprob,67,458.0,0.0,730.9
410,astronomy,D,D,1,logprob,80,483.0,0.0,730.9
411,marketing,C,B,0,logprob,114,541.7,0.0,730.9
412,high_school_chemistry,D,D,1,logprob,110,522.8,0.0,730.9
413,prehistory,C,C,1,logprob,81,497.6,0.0,730.9
414,anatomy,B,C,0,logprob,90,490.4,0.0,730.9
415,us_foreign_policy,C,B,0,logprob,67,441.8,0.0,730.9
416,moral_scenarios,B,B,1,logprob,139,621.0,0.0,730.9
417,miscellaneous,D,D,1,logprob,73,474.5,0.0,730.9
418,econometrics,C,B,0,logprob,139,618.7,0.0,730.9
419,miscellaneous,B,A,0,logprob,52,415.2,0.0,730.9
420,professional_accounting,A,C,0,logprob,106,512.7,0.0,730.9
421,high_school_psychology,D,D,1,logprob,135,611.9,0.0,730.9
