id,subject,gold,pred,correct,method,prompt_n,prompt_ms,predicted_ms,wall_ms
49,conceptual_physics,C,A,0,logprob,92,240.0,0.0,453.6
50,high_school_geography,D,D,1,logprob,84,239.9,0.0,388.9
51,philosophy,D,B,0,logprob,98,244.7,0.0,388.9
52,high_school_world_history,B,B,1,logprob,344,553.1,0.0,388.9
53,miscellaneous,A,B,0,logprob,60,197.3,0.0,388.9
54,high_school_physics,A,D,0,logprob,231,417.2,0.0,388.9
55,high_school_macroeconomics,D,A,0,logprob,105,260.2,0.0,388.9
56,electrical_engineering,D,C,0,logprob,83,239.3,0.0,388.9
57,sociology,C,C,1,logprob,110,278.0,0.0,388.9
58,high_school_mathematics,D,B,0,logprob,64,213.0,0.0,388.9
59,clinical_knowledge,A,A,1,logprob,78,240.4,0.0,388.9
60,high_school_biology,A,A,1,logprob,85,231.1,0.0,388.9
61,high_school_macroeconomics,B,C,0,logprob,79,246.4,0.0,388.9
62,college_biology,D,D,1,logprob,130,303.0,0.0,388.9
63,marketing,C,C,1,logprob,85,240.3,0.0,388.9
64,moral_disputes,D,A,0,logprob,119,261.0,0.0,388.9
65,moral_scenarios,B,B,1,logprob,132,298.3,0.0,388.9
66,philosophy,D,D,1,logprob,78,226.6,0.0,388.9
67,moral_scenarios,B,B,1,logprob,129,278.4,0.0,388.9
68,college_mathematics,B,A,0,logprob,138,304.6,0.0,388.9
69,elementary_mathematics,A,A,1,logprob,123,271.3,0.0,388.9
70,prehistory,D,B,0,logprob,69,238.8,0.0,388.9
71,professional_medicine,A,A,1,logprob,358,592.9,0.0,388.9
72,professional_psychology,C,A,0,logprob,93,242.4,0.0,388.9
73,conceptual_physics,B,B,1,logprob,61,220.1,0.0,388.9
74,moral_scenarios,D,C,0,logprob,142,297.4,0.0,388.9
75,high_school_government_and_politics,B,B,1,logprob,78,226.1,0.0,388.9
76,professional_accounting,B,B,1,logprob,114,256.9,0.0,388.9
77,professional_psychology,D,D,1,logprob,78,230.9,0.0,388.9
78,formal_logic,C,B,0,logprob,103,254.9,0.0,388.9
79,professional_psychology,A,D,0,logprob,73,225.4,0.0,388.9
80,human_aging,A,D,0,logprob,75,229.6,0.0,388.9
81,logical_fallacies,B,B,1,logprob,157,316.9,0.0,388.9
82,moral_scenarios,C,B,0,logprob,126,283.2,0.0,388.9
83,high_school_government_and_politics,B,D,0,logprob,108,261.8,0.0,388.9
84,miscellaneous,A,A,1,logprob,58,197.6,0.0,388.9
85,professional_accounting,D,C,0,logprob,151,312.4,0.0,388.9
86,elementary_mathematics,B,B,1,logprob,112,261.6,0.0,388.9
87,conceptual_physics,A,B,0,logprob,58,197.5,0.0,388.9
88,high_school_mathematics,C,B,0,logprob,93,241.5,0.0,388.9
89,high_school_geography,B,B,1,logprob,88,231.0,0.0,388.9
90,machine_learning,C,B,0,logprob,153,306.1,0.0,388.9
91,conceptual_physics,A,B,0,logprob,76,225.5,0.0,388.9
92,human_sexuality,D,D,1,logprob,157,315.8,0.0,388.9
93,sociology,D,D,1,logprob,119,273.2,0.0,388.9
94,professional_law,C,C,1,logprob,353,567.7,0.0,388.9
95,conceptual_physics,A,C,0,logprob,77,235.4,0.0,388.9
96,high_school_government_and_politics,A,D,0,logprob,101,257.0,0.0,388.9
97,computer_security,A,A,1,logprob,60,197.5,0.0,388.9
98,moral_scenarios,A,C,0,logprob,129,280.5,0.0,388.9
99,moral_scenarios,C,C,1,logprob,131,278.7,0.0,388.9
100,global_facts,B,C,0,logprob,83,240.7,0.0,446.3
101,computer_security,D,D,1,logprob,66,203.0,0.0,446.3
102,conceptual_physics,B,C,0,logprob,68,219.4,0.0,446.3
103,public_relations,C,C,1,logprob,126,289.0,0.0,446.3
104,moral_disputes,A,B,0,logprob,120,271.5,0.0,446.3
105,clinical_knowledge,C,C,1,logprob,72,227.8,0.0,446.3
106,computer_security,C,C,1,logprob,86,239.7,0.0,446.3
107,professional_accounting,D,B,0,logprob,158,309.1,0.0,446.3
108,high_school_psychology,D,D,1,logprob,107,254.0,0.0,446.3
109,high_school_mathematics,D,B,0,logprob,72,221.1,0.0,446.3
110,moral_scenarios,D,C,0,logprob,140,305.5,0.0,446.3
111,professional_psychology,B,A,0,logprob,137,292.0,0.0,446.3
112,clinical_knowledge,C,C,1,logprob,80,233.8,0.0,446.3
113,miscellaneous,D,D,1,logprob,76,235.6,0.0,446.3
114,high_school_us_history,C,B,0,logprob,394,645.9,0.0,446.3
115,moral_scenarios,D,C,0,logprob,133,296.4,0.0,446.3
116,professional_law,C,C,1,logprob,166,327.9,0.0,446.3
117,anatomy,D,B,0,logprob,78,237.8,0.0,446.3
118,philosophy,A,D,0,logprob,89,260.8,0.0,446.3
119,high_school_psychology,A,A,1,logprob,86,243.7,0.0,446.3
120,high_school_geography,B,A,0,logprob,75,232.6,0.0,446.3
121,international_law,B,B,1,logprob,132,285.8,0.0,446.3
122,human_aging,B,B,1,logprob,59,197.5,0.0,446.3
123,moral_scenarios,D,B,0,logprob,143,299.2,0.0,446.3
124,elementary_mathematics,A,A,1,logprob,129,305.9,0.0,446.3
125,high_school_microeconomics,D,C,0,logprob,92,251.6,0.0,446.3
126,computer_security,C,B,0,logprob,255,435.8,0.0,446.3
127,professional_law,B,B,1,logprob,257,433.4,0.0,446.3
128,global_facts,A,B,0,logprob,86,244.5,0.0,446.3
129,philosophy,C,C,1,logprob,81,241.4,0.0,446.3
130,high_school_psychology,A,A,1,logprob,80,245.5,0.0,446.3
131,moral_scenarios,B,B,1,logprob,158,309.6,0.0,446.3
132,us_foreign_policy,B,B,1,logprob,95,238.3,0.0,446.3
133,professional_psychology,C,D,0,logprob,78,235.8,0.0,446.3
134,high_school_biology,B,B,1,logprob,117,262.7,0.0,446.3
135,prehistory,C,B,0,logprob,68,217.0,0.0,446.3
136,high_school_physics,B,B,1,logprob,121,270.0,0.0,446.3
137,professional_law,D,D,1,logprob,262,474.8,0.0,446.3
138,philosophy,D,D,1,logprob,75,230.5,0.0,446.3
139,us_foreign_policy,C,C,1,logprob,77,230.8,0.0,446.3
140,conceptual_physics,C,C,1,logprob,64,216.4,0.0,446.3
141,professional_law,C,C,1,logprob,241,422.2,0.0,446.3
142,high_school_european_history,C,C,1,logprob,378,584.1,0.0,446.3
143,high_school_world_history,A,B,0,logprob,336,576.9,0.0,446.3
144,professional_psychology,A,A,1,logprob,68,209.9,0.0,446.3
145,astronomy,A,A,1,logprob,119,280.0,0.0,446.3
146,sociology,D,D,1,logprob,96,244.0,0.0,446.3
147,world_religions,C,C,1,logprob,66,203.6,0.0,446.3
148,moral_scenarios,D,C,0,logprob,132,306.6,0.0,446.3
149,formal_logic,C,A,0,logprob,120,269.3,0.0,446.3
150,college_chemistry,B,B,1,logprob,120,294.7,0.0,526.4
151,college_mathematics,D,B,0,logprob,134,296.2,0.0,526.4
152,professional_law,C,C,1,logprob,550,907.5,0.0,526.4
153,high_school_government_and_politics,D,D,1,logprob,123,266.5,0.0,526.4
154,high_school_physics,D,D,1,logprob,118,261.6,0.0,526.4
155,moral_disputes,C,B,0,logprob,93,237.9,0.0,526.4
156,high_school_european_history,C,C,1,logprob,482,733.6,0.0,526.4
157,professional_law,B,D,0,logprob,334,552.0,0.0,526.4
158,professional_law,C,C,1,logprob,292,513.4,0.0,526.4
159,abstract_algebra,C,B,0,logprob,74,241.7,0.0,526.4
160,sociology,C,C,1,logprob,111,259.3,0.0,526.4
161,electrical_engineering,D,A,0,logprob,65,214.4,0.0,526.4
162,moral_disputes,B,A,0,logprob,98,248.9,0.0,526.4
163,moral_disputes,B,B,1,logprob,106,261.2,0.0,526.4
164,high_school_macroeconomics,A,D,0,logprob,129,287.4,0.0,526.4
165,professional_psychology,D,A,0,logprob,119,267.0,0.0,526.4
166,high_school_psychology,A,A,1,logprob,112,251.3,0.0,526.4
167,moral_scenarios,A,B,0,logprob,137,327.7,0.0,526.4
168,miscellaneous,D,D,1,logprob,65,213.6,0.0,526.4
169,high_school_government_and_politics,A,B,0,logprob,114,263.4,0.0,526.4
170,security_studies,C,C,1,logprob,128,274.0,0.0,526.4
171,high_school_macroeconomics,D,D,1,logprob,94,239.9,0.0,526.4
172,professional_law,A,C,0,logprob,288,473.0,0.0,526.4
173,virology,B,D,0,logprob,74,227.8,0.0,526.4
174,sociology,A,A,1,logprob,95,247.9,0.0,526.4
175,moral_disputes,D,B,0,logprob,65,202.8,0.0,526.4
176,prehistory,C,C,1,logprob,91,240.4,0.0,526.4
177,astronomy,A,A,1,logprob,128,284.5,0.0,526.4
178,sociology,A,C,0,logprob,100,255.8,0.0,526.4
179,high_school_psychology,A,A,1,logprob,79,228.6,0.0,526.4
180,high_school_statistics,B,B,1,logprob,84,235.7,0.0,526.4
181,high_school_european_history,D,C,0,logprob,645,1056.3,0.0,526.4
182,business_ethics,D,D,1,logprob,107,257.6,0.0,526.4
183,high_school_psychology,B,B,1,logprob,109,251.6,0.0,526.4
184,elementary_mathematics,A,B,0,logprob,64,211.3,0.0,526.4
185,moral_disputes,B,B,1,logprob,64,201.4,0.0,526.4
186,high_school_microeconomics,A,A,1,logprob,90,239.8,0.0,526.4
187,high_school_european_history,D,D,1,logprob,263,461.5,0.0,526.4
188,electrical_engineering,B,B,1,logprob,58,197.9,0.0,526.4
189,clinical_knowledge,B,A,0,logprob,105,250.5,0.0,526.4
190,high_school_psychology,C,C,1,logprob,156,314.8,0.0,526.4
191,high_school_mathematics,C,A,0,logprob,113,256.9,0.0,526.4
192,security_studies,B,B,1,logprob,236,416.5,0.0,526.4
193,high_school_psychology,A,A,1,logprob,121,273.5,0.0,526.4
194,moral_scenarios,C,B,0,logprob,136,290.8,0.0,526.4
195,high_school_statistics,D,B,0,logprob,120,277.4,0.0,526.4
196,philosophy,C,B,0,logprob,78,233.6,0.0,526.4
197,miscellaneous,C,C,1,logprob,76,235.4,0.0,526.4
198,professional_psychology,C,C,1,logprob,132,273.1,0.0,526.4
199,logical_fallacies,B,B,1,logprob,64,202.0,0.0,526.4
200,clinical_knowledge,B,B,1,logprob,68,224.9,0.0,437.0
201,logical_fallacies,D,D,1,logprob,114,263.1,0.0,437.0
202,moral_disputes,D,D,1,logprob,74,242.7,0.0,437.0
203,machine_learning,A,B,0,logprob,98,240.3,0.0,437.0
204,miscellaneous,C,B,0,logprob,64,217.3,0.0,437.0
205,professional_law,D,C,0,logprob,164,314.9,0.0,437.0
206,nutrition,D,D,1,logprob,54,209.0,0.0,437.0
207,high_school_statistics,C,D,0,logprob,119,268.2,0.0,437.0
208,miscellaneous,B,B,1,logprob,60,215.7,0.0,437.0
209,high_school_chemistry,B,B,1,logprob,86,241.9,0.0,437.0
210,sociology,C,C,1,logprob,84,246.0,0.0,437.0
211,virology,B,B,1,logprob,72,226.4,0.0,437.0
212,prehistory,C,C,1,logprob,101,267.1,0.0,437.0
213,professional_law,C,C,1,logprob,341,549.4,0.0,437.0
214,moral_scenarios,C,C,1,logprob,134,302.6,0.0,437.0
215,high_school_psychology,D,D,1,logprob,85,237.8,0.0,437.0
216,moral_scenarios,B,A,0,logprob,140,304.8,0.0,437.0
217,high_school_macroeconomics,D,D,1,logprob,101,259.9,0.0,437.0
218,management,B,B,1,logprob,62,201.5,0.0,437.0
219,moral_scenarios,B,B,1,logprob,134,322.0,0.0,437.0
220,world_religions,C,B,0,logprob,62,201.3,0.0,437.0
221,high_school_microeconomics,D,D,1,logprob,100,242.4,0.0,437.0
222,astronomy,C,C,1,logprob,145,296.1,0.0,437.0
223,miscellaneous,B,B,1,logprob,74,245.3,0.0,437.0
224,professional_law,C,A,0,logprob,400,649.1,0.0,437.0
225,high_school_biology,B,A,0,logprob,84,228.8,0.0,437.0
226,moral_disputes,C,C,1,logprob,112,253.8,0.0,437.0
227,high_school_psychology,D,D,1,logprob,115,262.8,0.0,437.0
228,high_school_psychology,D,D,1,logprob,75,238.8,0.0,437.0
229,high_school_physics,C,B,0,logprob,170,328.6,0.0,437.0
230,miscellaneous,B,B,1,logprob,73,224.5,0.0,437.0
231,high_school_macroeconomics,D,B,0,logprob,109,260.7,0.0,437.0
232,moral_scenarios,A,C,0,logprob,134,297.8,0.0,437.0
233,high_school_microeconomics,C,C,1,logprob,76,225.1,0.0,437.0
234,elementary_mathematics,B,B,1,logprob,126,274.2,0.0,437.0
235,moral_disputes,B,A,0,logprob,119,273.3,0.0,437.0
236,college_computer_science,D,B,0,logprob,124,274.5,0.0,437.0
237,elementary_mathematics,D,B,0,logprob,64,201.7,0.0,437.0
238,high_school_world_history,D,B,0,logprob,338,548.0,0.0,437.0
239,conceptual_physics,D,D,1,logprob,50,214.4,0.0,437.0
240,moral_scenarios,A,B,0,logprob,129,280.1,0.0,437.0
241,professional_law,C,C,1,logprob,428,680.0,0.0,437.0
242,sociology,A,B,0,logprob,95,248.5,0.0,437.0
243,miscellaneous,D,D,1,logprob,62,211.2,0.0,437.0
244,philosophy,D,B,0,logprob,104,263.4,0.0,437.0
245,moral_scenarios,A,C,0,logprob,142,298.2,0.0,437.0
246,global_facts,B,B,1,logprob,194,350.1,0.0,437.0
247,high_school_world_history,D,A,0,logprob,292,490.1,0.0,437.0
248,miscellaneous,B,C,0,logprob,110,263.0,0.0,437.0
249,professional_law,B,D,0,logprob,213,409.7,0.0,437.0
250,professional_law,B,B,1,logprob,265,469.6,0.0,414.8
251,nutrition,A,A,1,logprob,66,219.2,0.0,414.8
252,high_school_chemistry,B,D,0,logprob,76,223.6,0.0,414.8
253,high_school_macroeconomics,D,D,1,logprob,133,284.7,0.0,414.8
254,moral_scenarios,C,C,1,logprob,137,301.0,0.0,414.8
255,international_law,C,C,1,logprob,96,237.7,0.0,414.8
256,professional_accounting,C,B,0,logprob,86,241.7,0.0,414.8
257,professional_law,D,A,0,logprob,278,473.9,0.0,414.8
258,marketing,C,C,1,logprob,117,268.4,0.0,414.8
259,nutrition,D,D,1,logprob,102,254.5,0.0,414.8
260,high_school_european_history,C,C,1,logprob,233,424.3,0.0,414.8
261,moral_scenarios,D,C,0,logprob,145,296.8,0.0,414.8
262,clinical_knowledge,A,B,0,logprob,90,238.6,0.0,414.8
263,nutrition,D,A,0,logprob,94,245.5,0.0,414.8
264,high_school_statistics,D,B,0,logprob,125,275.5,0.0,414.8
265,elementary_mathematics,A,A,1,logprob,60,209.2,0.0,414.8
266,college_biology,D,D,1,logprob,68,218.4,0.0,414.8
267,virology,D,D,1,logprob,77,230.2,0.0,414.8
268,moral_scenarios,C,C,1,logprob,136,286.8,0.0,414.8
269,conceptual_physics,C,A,0,logprob,61,201.7,0.0,414.8
270,miscellaneous,C,C,1,logprob,96,247.2,0.0,414.8
271,moral_scenarios,A,C,0,logprob,134,309.6,0.0,414.8
272,moral_disputes,A,A,1,logprob,129,279.1,0.0,414.8
273,professional_law,D,A,0,logprob,251,434.0,0.0,414.8
274,high_school_biology,D,B,0,logprob,87,236.6,0.0,414.8
275,professional_medicine,D,C,0,logprob,142,304.2,0.0,414.8
276,professional_law,B,B,1,logprob,361,567.8,0.0,414.8
277,anatomy,A,D,0,logprob,129,273.7,0.0,414.8
278,high_school_us_history,C,C,1,logprob,183,345.3,0.0,414.8
279,computer_security,D,B,0,logprob,144,320.4,0.0,414.8
280,moral_scenarios,D,C,0,logprob,126,285.2,0.0,414.8
281,international_law,D,C,0,logprob,117,269.5,0.0,414.8
282,moral_scenarios,C,B,0,logprob,140,296.0,0.0,414.8
283,professional_law,C,B,0,logprob,254,431.2,0.0,414.8
284,miscellaneous,C,C,1,logprob,54,206.1,0.0,414.8
285,abstract_algebra,C,B,0,logprob,89,243.4,0.0,414.8
286,marketing,A,A,1,logprob,94,239.2,0.0,414.8
287,high_school_european_history,D,D,1,logprob,285,482.0,0.0,414.8
288,professional_accounting,A,C,0,logprob,196,349.9,0.0,414.8
289,high_school_psychology,D,D,1,logprob,69,230.3,0.0,414.8
290,elementary_mathematics,B,B,1,logprob,87,243.7,0.0,414.8
291,professional_medicine,A,D,0,logprob,257,445.9,0.0,414.8
292,moral_scenarios,D,C,0,logprob,137,302.0,0.0,414.8
293,high_school_macroeconomics,A,A,1,logprob,76,227.0,0.0,414.8
294,formal_logic,D,C,0,logprob,64,204.0,0.0,414.8
295,elementary_mathematics,B,B,1,logprob,101,250.3,0.0,414.8
296,moral_scenarios,B,B,1,logprob,137,293.1,0.0,414.8
297,high_school_geography,C,B,0,logprob,73,228.3,0.0,414.8
298,moral_scenarios,C,B,0,logprob,137,305.5,0.0,414.8
299,professional_accounting,B,C,0,logprob,121,272.8,0.0,414.8
300,elementary_mathematics,C,C,1,logprob,103,254.5,0.0,437.8
301,high_school_biology,C,C,1,logprob,90,238.0,0.0,437.8
302,philosophy,B,D,0,logprob,99,246.8,0.0,437.8
303,high_school_us_history,C,C,1,logprob,376,600.5,0.0,437.8
304,college_medicine,B,D,0,logprob,183,373.5,0.0,437.8
305,professional_law,A,D,0,logprob,296,514.8,0.0,437.8
306,prehistory,B,B,1,logprob,68,211.6,0.0,437.8
307,public_relations,A,B,0,logprob,128,293.9,0.0,437.8
308,philosophy,C,C,1,logprob,83,230.0,0.0,437.8
309,high_school_biology,B,B,1,logprob,112,266.0,0.0,437.8
310,professional_law,D,C,0,logprob,417,664.1,0.0,437.8
311,high_school_government_and_politics,D,D,1,logprob,75,227.2,0.0,437.8
312,elementary_mathematics,B,B,1,logprob,121,282.0,0.0,437.8
313,miscellaneous,C,C,1,logprob,257,434.9,0.0,437.8
314,high_school_us_history,B,D,0,logprob,221,398.0,0.0,437.8
315,professional_accounting,D,C,0,logprob,188,361.8,0.0,437.8
316,sociology,D,D,1,logprob,89,239.9,0.0,437.8
317,moral_scenarios,D,B,0,logprob,155,307.5,0.0,437.8
318,econometrics,D,B,0,logprob,81,239.6,0.0,437.8
319,high_school_psychology,C,C,1,logprob,60,199.9,0.0,437.8
320,medical_genetics,B,B,1,logprob,70,222.9,0.0,437.8
321,professional_law,C,C,1,logprob,306,492.2,0.0,437.8
322,professional_law,A,C,0,logprob,247,434.4,0.0,437.8
323,us_foreign_policy,B,B,1,logprob,85,231.0,0.0,437.8
324,professional_medicine,A,A,1,logprob,132,280.2,0.0,437.8
325,professional_accounting,A,A,1,logprob,105,261.4,0.0,437.8
326,formal_logic,D,A,0,logprob,88,237.7,0.0,437.8
327,human_aging,A,B,0,logprob,106,254.1,0.0,437.8
328,high_school_world_history,B,B,1,logprob,212,401.2,0.0,437.8
329,management,C,B,0,logprob,66,220.1,0.0,437.8
330,human_aging,C,C,1,logprob,96,245.2,0.0,437.8
331,high_school_macroeconomics,B,B,1,logprob,99,250.5,0.0,437.8
332,professional_law,A,B,0,logprob,231,423.8,0.0,437.8
333,moral_scenarios,D,B,0,logprob,125,292.8,0.0,437.8
334,high_school_macroeconomics,D,A,0,logprob,85,230.9,0.0,437.8
335,human_aging,C,D,0,logprob,89,235.8,0.0,437.8
336,high_school_macroeconomics,B,D,0,logprob,112,267.9,0.0,437.8
337,nutrition,D,D,1,logprob,64,206.1,0.0,437.8
338,nutrition,C,C,1,logprob,67,204.6,0.0,437.8
339,high_school_mathematics,D,B,0,logprob,85,233.9,0.0,437.8
340,professional_law,D,C,0,logprob,211,408.7,0.0,437.8
341,professional_accounting,B,B,1,logprob,174,330.2,0.0,437.8
342,professional_law,C,B,0,logprob,359,583.9,0.0,437.8
343,professional_law,A,A,1,logprob,177,345.4,0.0,437.8
344,human_aging,C,C,1,logprob,67,203.9,0.0,437.8
345,moral_disputes,B,B,1,logprob,118,262.7,0.0,437.8
346,high_school_us_history,B,B,1,logprob,407,659.1,0.0,437.8
347,logical_fallacies,C,C,1,logprob,118,264.8,0.0,437.8
348,abstract_algebra,B,B,1,logprob,92,242.9,0.0,437.8
349,moral_scenarios,D,B,0,logprob,137,300.4,0.0,437.8
350,moral_scenarios,C,C,1,logprob,128,291.1,0.0,402.6
351,astronomy,C,A,0,logprob,123,273.7,0.0,402.6
352,high_school_european_history,D,D,1,logprob,288,486.2,0.0,402.6
353,high_school_macroeconomics,A,A,1,logprob,113,255.8,0.0,402.6
354,security_studies,D,D,1,logprob,90,236.5,0.0,402.6
355,moral_scenarios,C,B,0,logprob,138,312.4,0.0,402.6
356,high_school_statistics,A,B,0,logprob,196,362.7,0.0,402.6
357,professional_psychology,A,A,1,logprob,149,307.5,0.0,402.6
358,professional_law,D,D,1,logprob,210,384.5,0.0,402.6
359,virology,C,C,1,logprob,86,257.5,0.0,402.6
360,miscellaneous,A,C,0,logprob,88,234.9,0.0,402.6
361,high_school_biology,B,B,1,logprob,76,223.6,0.0,402.6
362,college_computer_science,C,C,1,logprob,82,237.7,0.0,402.6
363,clinical_knowledge,A,A,1,logprob,64,201.6,0.0,402.6
364,high_school_mathematics,D,A,0,logprob,112,250.7,0.0,402.6
365,moral_scenarios,C,B,0,logprob,136,288.6,0.0,402.6
366,anatomy,A,B,0,logprob,65,203.1,0.0,402.6
367,conceptual_physics,D,C,0,logprob,75,222.8,0.0,402.6
368,professional_psychology,B,D,0,logprob,103,260.9,0.0,402.6
369,college_computer_science,D,B,0,logprob,228,415.6,0.0,402.6
370,electrical_engineering,A,D,0,logprob,91,234.1,0.0,402.6
371,miscellaneous,A,C,0,logprob,68,222.8,0.0,402.6
372,prehistory,C,C,1,logprob,132,297.3,0.0,402.6
373,moral_disputes,B,A,0,logprob,79,229.4,0.0,402.6
374,prehistory,A,B,0,logprob,76,226.4,0.0,402.6
375,miscellaneous,A,A,1,logprob,62,201.2,0.0,402.6
376,computer_security,A,A,1,logprob,63,202.1,0.0,402.6
377,miscellaneous,B,B,1,logprob,64,202.0,0.0,402.6
378,marketing,B,B,1,logprob,71,235.9,0.0,402.6
379,professional_psychology,C,D,0,logprob,97,267.3,0.0,402.6
380,security_studies,D,D,1,logprob,176,347.8,0.0,402.6
381,prehistory,D,D,1,logprob,168,321.8,0.0,402.6
382,college_medicine,D,D,1,logprob,82,236.0,0.0,402.6
383,professional_law,B,B,1,logprob,82,230.6,0.0,402.6
384,high_school_european_history,A,A,1,logprob,663,1054.2,0.0,402.6
385,moral_scenarios,C,B,0,logprob,139,309.5,0.0,402.6
386,high_school_chemistry,C,B,0,logprob,129,283.2,0.0,402.6
387,miscellaneous,A,B,0,logprob,61,201.8,0.0,402.6
388,high_school_geography,B,B,1,logprob,81,238.3,0.0,402.6
389,moral_disputes,A,A,1,logprob,69,231.6,0.0,402.6
390,formal_logic,A,B,0,logprob,173,329.9,0.0,402.6
391,electrical_engineering,A,D,0,logprob,86,234.9,0.0,402.6
392,elementary_mathematics,D,B,0,logprob,87,247.2,0.0,402.6
393,human_aging,D,D,1,logprob,82,226.2,0.0,402.6
394,high_school_computer_science,D,B,0,logprob,118,263.5,0.0,402.6
395,conceptual_physics,D,D,1,logprob,57,204.6,0.0,402.6
396,high_school_microeconomics,D,B,0,logprob,78,230.3,0.0,402.6
397,professional_law,A,D,0,logprob,312,509.8,0.0,402.6
398,professional_law,C,C,1,logprob,248,445.4,0.0,402.6
399,moral_scenarios,D,B,0,logprob,153,307.5,0.0,402.6
400,professional_psychology,D,A,0,logprob,66,221.5,0.0,392.9
401,public_relations,A,A,1,logprob,67,203.7,0.0,392.9
402,professional_law,A,A,1,logprob,296,512.9,0.0,392.9
403,miscellaneous,D,D,1,logprob,57,199.1,0.0,392.9
404,high_school_macroeconomics,D,D,1,logprob,84,235.3,0.0,392.9
405,philosophy,B,B,1,logprob,96,245.2,0.0,392.9
406,professional_accounting,C,B,0,logprob,181,347.0,0.0,392.9
407,college_biology,D,D,1,logprob,81,230.2,0.0,392.9
408,prehistory,A,A,1,logprob,96,240.5,0.0,392.9
409,us_foreign_policy,B,B,1,logprob,67,203.8,0.0,392.9
410,astronomy,D,D,1,logprob,80,229.2,0.0,392.9
411,marketing,C,B,0,logprob,114,262.7,0.0,392.9
412,high_school_chemistry,D,D,1,logprob,110,253.0,0.0,392.9
413,prehistory,C,C,1,logprob,81,241.1,0.0,392.9
414,anatomy,B,C,0,logprob,90,238.1,0.0,392.9
415,us_foreign_policy,C,B,0,logprob,67,213.8,0.0,392.9
416,moral_scenarios,B,B,1,logprob,139,306.7,0.0,392.9
417,miscellaneous,D,D,1,logprob,73,230.7,0.0,392.9
418,econometrics,C,B,0,logprob,139,292.8,0.0,392.9
419,miscellaneous,B,A,0,logprob,52,194.3,0.0,392.9
420,professional_accounting,A,C,0,logprob,106,257.1,0.0,392.9
421,high_school_psychology,D,D,1,logprob,135,290.9,0.0,392.9
422,college_physics,B,D,0,logprob,115,255.5,0.0,392.9
