id,subject,gold,pred,correct,method,prompt_n,prompt_ms,predicted_ms,wall_ms
77,professional_psychology,D,D,1,logprob,78,212.5,0.0,220.5
78,formal_logic,C,B,0,logprob,103,258.5,0.0,265.0
79,professional_psychology,A,D,0,logprob,73,209.0,0.0,214.5
80,human_aging,A,D,0,logprob,75,214.1,0.0,221.4
81,logical_fallacies,B,B,1,logprob,157,315.0,0.0,323.6
82,moral_scenarios,C,B,0,logprob,126,264.9,0.0,273.2
83,high_school_government_and_politics,B,D,0,logprob,108,264.5,0.0,273.7
84,miscellaneous,A,A,1,logprob,58,163.3,0.0,171.0
85,professional_accounting,D,C,0,logprob,151,311.7,0.0,317.9
86,elementary_mathematics,B,B,1,logprob,112,258.9,0.0,263.8
87,conceptual_physics,A,B,0,logprob,58,161.2,0.0,166.6
88,high_school_mathematics,C,B,0,logprob,93,212.7,0.0,218.5
89,high_school_geography,B,B,1,logprob,88,210.6,0.0,216.1
90,machine_learning,C,B,0,logprob,153,314.0,0.0,321.4
91,conceptual_physics,A,B,0,logprob,76,210.9,0.0,219.1
92,human_sexuality,D,D,1,logprob,157,316.8,0.0,323.9
93,sociology,D,D,1,logprob,119,264.5,0.0,273.0
94,professional_law,C,C,1,logprob,353,629.3,0.0,638.7
95,conceptual_physics,A,A,1,logprob,77,214.7,0.0,224.8
96,high_school_government_and_politics,A,A,1,logprob,101,259.2,0.0,266.0
97,computer_security,A,A,1,logprob,60,159.0,0.0,163.0
98,moral_scenarios,A,C,0,logprob,129,262.0,0.0,267.0
99,moral_scenarios,C,B,0,logprob,131,260.9,0.0,265.6
100,global_facts,B,C,0,logprob,83,209.6,0.0,214.7
101,computer_security,D,D,1,logprob,66,163.4,0.0,171.5
102,conceptual_physics,B,C,0,logprob,68,161.0,0.0,166.7
103,public_relations,C,C,1,logprob,126,265.3,0.0,272.7
104,moral_disputes,A,B,0,logprob,120,264.6,0.0,272.9
105,clinical_knowledge,C,C,1,logprob,72,212.4,0.0,220.1
106,computer_security,C,C,1,logprob,86,212.3,0.0,220.5
107,professional_accounting,D,B,0,logprob,158,318.2,0.0,326.0
108,high_school_psychology,D,D,1,logprob,107,259.6,0.0,267.4
109,high_school_mathematics,D,B,0,logprob,72,208.0,0.0,213.0
110,moral_scenarios,D,C,0,logprob,140,312.0,0.0,318.0
111,professional_psychology,B,A,0,logprob,137,311.8,0.0,319.9
112,clinical_knowledge,C,C,1,logprob,80,209.5,0.0,214.6
113,miscellaneous,D,D,1,logprob,76,210.4,0.0,215.9
114,high_school_us_history,C,B,0,logprob,394,723.6,0.0,730.7
115,moral_scenarios,D,C,0,logprob,133,309.2,0.0,316.7
116,professional_law,C,C,1,logprob,166,358.6,0.0,364.3
117,anatomy,D,B,0,logprob,78,207.2,0.0,210.5
118,philosophy,A,D,0,logprob,89,213.0,0.0,218.1
119,high_school_psychology,A,A,1,logprob,86,212.0,0.0,219.2
120,high_school_geography,B,A,0,logprob,75,208.6,0.0,214.0
121,international_law,B,B,1,logprob,132,257.0,0.0,260.5
122,human_aging,B,B,1,logprob,59,159.9,0.0,164.8
123,moral_scenarios,D,B,0,logprob,143,311.9,0.0,319.6
124,elementary_mathematics,A,A,1,logprob,129,266.8,0.0,273.9
125,high_school_microeconomics,D,C,0,logprob,92,213.2,0.0,221.7
126,computer_security,C,B,0,logprob,255,471.2,0.0,478.4
127,professional_law,B,B,1,logprob,257,472.1,0.0,481.1
128,global_facts,A,B,0,logprob,86,212.7,0.0,221.2
129,philosophy,C,C,1,logprob,81,213.8,0.0,220.5
130,high_school_psychology,A,A,1,logprob,80,211.6,0.0,218.6
131,moral_scenarios,B,B,1,logprob,158,318.6,0.0,328.1
132,us_foreign_policy,B,B,1,logprob,95,215.1,0.0,220.8
133,professional_psychology,C,D,0,logprob,78,210.6,0.0,217.1
134,high_school_biology,B,B,1,logprob,117,260.2,0.0,265.1
135,prehistory,C,B,0,logprob,68,160.8,0.0,167.4
136,high_school_physics,B,B,1,logprob,121,262.9,0.0,269.4
137,professional_law,D,D,1,logprob,262,515.6,0.0,522.8
138,philosophy,D,D,1,logprob,75,211.2,0.0,219.5
139,us_foreign_policy,C,C,1,logprob,77,210.7,0.0,216.9
140,conceptual_physics,C,C,1,logprob,64,163.7,0.0,170.8
141,professional_law,C,C,1,logprob,241,469.0,0.0,477.2
142,high_school_european_history,C,C,1,logprob,378,676.3,0.0,686.3
143,high_school_world_history,A,B,0,logprob,336,623.7,0.0,633.5
144,professional_psychology,A,A,1,logprob,68,164.6,0.0,175.2
145,astronomy,A,A,1,logprob,119,264.2,0.0,272.0
146,sociology,D,D,1,logprob,96,216.9,0.0,224.4
147,world_religions,C,C,1,logprob,66,165.5,0.0,173.8
148,moral_scenarios,D,C,0,logprob,132,265.0,0.0,273.3
149,formal_logic,C,A,0,logprob,120,261.5,0.0,271.3
150,college_chemistry,B,B,1,logprob,120,270.5,0.0,278.7
151,college_mathematics,D,B,0,logprob,134,314.4,0.0,323.1
152,professional_law,C,C,1,logprob,550,1009.8,0.0,1020.7
153,high_school_government_and_politics,D,D,1,logprob,123,262.4,0.0,272.0
154,high_school_physics,D,D,1,logprob,118,261.4,0.0,267.8
155,moral_disputes,C,B,0,logprob,93,213.2,0.0,220.5
156,high_school_european_history,C,C,1,logprob,482,850.6,0.0,859.8
157,professional_law,B,D,0,logprob,334,628.9,0.0,640.9
158,professional_law,C,C,1,logprob,292,529.3,0.0,540.8
159,abstract_algebra,C,D,0,logprob,74,213.1,0.0,222.5
160,sociology,C,C,1,logprob,111,263.4,0.0,271.1
161,electrical_engineering,D,A,0,logprob,65,160.8,0.0,166.9
162,moral_disputes,B,A,0,logprob,98,212.2,0.0,217.5
163,moral_disputes,B,B,1,logprob,106,263.3,0.0,270.3
164,high_school_macroeconomics,A,D,0,logprob,129,266.6,0.0,275.4
165,professional_psychology,D,A,0,logprob,119,262.7,0.0,271.0
166,high_school_psychology,A,A,1,logprob,112,262.6,0.0,270.1
167,moral_scenarios,A,B,0,logprob,137,315.4,0.0,323.3
168,miscellaneous,D,D,1,logprob,65,163.0,0.0,171.7
169,high_school_government_and_politics,A,B,0,logprob,114,262.9,0.0,270.2
170,security_studies,C,C,1,logprob,128,266.5,0.0,274.5
171,high_school_macroeconomics,D,D,1,logprob,94,215.8,0.0,223.3
172,professional_law,A,C,0,logprob,288,529.9,0.0,537.2
173,virology,B,D,0,logprob,74,210.6,0.0,219.6
174,sociology,A,A,1,logprob,95,215.4,0.0,222.4
175,moral_disputes,D,B,0,logprob,65,163.6,0.0,171.5
176,prehistory,C,C,1,logprob,91,215.2,0.0,223.1
177,astronomy,A,A,1,logprob,128,269.4,0.0,277.9
178,sociology,A,C,0,logprob,100,213.6,0.0,222.1
179,high_school_psychology,A,A,1,logprob,79,214.0,0.0,221.2
180,high_school_statistics,B,B,1,logprob,84,212.1,0.0,218.1
181,high_school_european_history,D,C,0,logprob,645,1179.9,0.0,1186.0
182,business_ethics,D,D,1,logprob,107,263.3,0.0,273.3
183,high_school_psychology,B,A,0,logprob,109,261.1,0.0,268.7
184,elementary_mathematics,A,B,0,logprob,64,162.3,0.0,167.7
185,moral_disputes,B,B,1,logprob,64,162.2,0.0,167.9
186,high_school_microeconomics,A,A,1,logprob,90,212.4,0.0,219.2
187,high_school_european_history,D,D,1,logprob,263,529.4,0.0,538.3
188,electrical_engineering,B,B,1,logprob,58,161.7,0.0,169.2
189,clinical_knowledge,B,A,0,logprob,105,260.2,0.0,266.5
190,high_school_psychology,C,C,1,logprob,156,319.9,0.0,328.1
191,high_school_mathematics,C,A,0,logprob,113,263.9,0.0,272.9
192,security_studies,B,B,1,logprob,236,477.6,0.0,486.7
193,high_school_psychology,A,A,1,logprob,121,267.2,0.0,276.0
194,moral_scenarios,C,B,0,logprob,136,311.9,0.0,319.6
195,high_school_statistics,D,B,0,logprob,120,264.0,0.0,269.6
196,philosophy,C,C,1,logprob,78,210.1,0.0,216.2
197,miscellaneous,C,C,1,logprob,76,210.4,0.0,217.6
198,professional_psychology,C,C,1,logprob,132,264.5,0.0,273.0
199,logical_fallacies,B,B,1,logprob,64,162.8,0.0,170.6
200,clinical_knowledge,B,B,1,logprob,68,161.4,0.0,167.1
201,logical_fallacies,D,D,1,logprob,114,264.7,0.0,272.0
202,moral_disputes,D,D,1,logprob,74,213.4,0.0,221.8
203,machine_learning,A,B,0,logprob,98,214.9,0.0,222.8
204,miscellaneous,C,B,0,logprob,64,161.9,0.0,168.6
205,professional_law,D,C,0,logprob,164,317.5,0.0,323.0
206,nutrition,D,D,1,logprob,54,163.9,0.0,172.7
207,high_school_statistics,C,D,0,logprob,119,262.4,0.0,269.6
208,miscellaneous,B,B,1,logprob,60,160.6,0.0,166.8
209,high_school_chemistry,B,B,1,logprob,86,214.9,0.0,221.7
210,sociology,C,C,1,logprob,84,211.2,0.0,219.8
211,virology,B,B,1,logprob,72,211.7,0.0,219.4
212,prehistory,C,C,1,logprob,101,261.8,0.0,269.6
213,professional_law,C,C,1,logprob,341,643.2,0.0,652.6
214,moral_scenarios,C,B,0,logprob,134,313.7,0.0,323.4
215,high_school_psychology,D,D,1,logprob,85,210.9,0.0,216.0
216,moral_scenarios,B,B,1,logprob,140,316.7,0.0,323.3
217,high_school_macroeconomics,D,D,1,logprob,101,263.5,0.0,272.0
218,management,B,B,1,logprob,62,163.1,0.0,171.0
219,moral_scenarios,B,B,1,logprob,134,318.4,0.0,327.4
220,world_religions,C,B,0,logprob,62,164.4,0.0,173.2
221,high_school_microeconomics,D,D,1,logprob,100,215.7,0.0,224.0
222,astronomy,C,C,1,logprob,145,319.4,0.0,328.3
223,miscellaneous,B,B,1,logprob,74,210.9,0.0,218.5
224,professional_law,C,A,0,logprob,400,757.4,0.0,764.1
225,high_school_biology,B,A,0,logprob,84,216.1,0.0,222.6
226,moral_disputes,C,C,1,logprob,112,275.0,0.0,282.6
227,high_school_psychology,D,D,1,logprob,115,272.6,0.0,281.5
228,high_school_psychology,D,D,1,logprob,75,222.8,0.0,230.3
229,high_school_physics,C,B,0,logprob,170,371.7,0.0,380.0
230,miscellaneous,B,B,1,logprob,73,222.1,0.0,231.5
231,high_school_macroeconomics,D,B,0,logprob,109,269.8,0.0,278.4
232,moral_scenarios,A,C,0,logprob,134,319.0,0.0,327.1
233,high_school_microeconomics,C,C,1,logprob,76,219.2,0.0,225.8
234,elementary_mathematics,B,B,1,logprob,126,273.2,0.0,282.2
235,moral_disputes,B,A,0,logprob,119,271.7,0.0,280.6
236,college_computer_science,D,B,0,logprob,124,271.6,0.0,280.1
237,elementary_mathematics,D,B,0,logprob,64,167.6,0.0,174.9
238,high_school_world_history,D,B,0,logprob,338,648.3,0.0,655.6
239,conceptual_physics,D,D,1,logprob,50,165.8,0.0,174.4
240,moral_scenarios,A,B,0,logprob,129,276.5,0.0,285.1
241,professional_law,C,C,1,logprob,428,811.1,0.0,820.4
242,sociology,A,B,0,logprob,95,226.1,0.0,234.1
243,miscellaneous,D,D,1,logprob,62,169.4,0.0,178.7
244,philosophy,D,B,0,logprob,104,266.3,0.0,273.5
245,moral_scenarios,A,B,0,logprob,142,318.6,0.0,325.2
246,global_facts,B,B,1,logprob,194,382.5,0.0,390.8
247,high_school_world_history,D,A,0,logprob,292,543.1,0.0,553.5
248,miscellaneous,B,C,0,logprob,110,273.5,0.0,283.8
249,professional_law,B,D,0,logprob,213,433.9,0.0,442.9
250,professional_law,B,B,1,logprob,265,541.7,0.0,551.9
251,nutrition,A,A,1,logprob,66,169.7,0.0,178.2
252,high_school_chemistry,B,D,0,logprob,76,216.3,0.0,221.9
253,high_school_macroeconomics,D,D,1,logprob,133,318.6,0.0,324.6
254,moral_scenarios,C,C,1,logprob,137,320.8,0.0,325.9
255,international_law,C,C,1,logprob,96,225.3,0.0,234.0
256,professional_accounting,C,B,0,logprob,86,220.2,0.0,226.8
257,professional_law,D,A,0,logprob,278,540.9,0.0,547.9
258,marketing,C,C,1,logprob,117,270.0,0.0,280.0
259,nutrition,D,D,1,logprob,102,270.1,0.0,276.7
260,high_school_european_history,C,C,1,logprob,233,485.2,0.0,493.4
261,moral_scenarios,D,C,0,logprob,145,327.6,0.0,336.3
262,clinical_knowledge,A,B,0,logprob,90,217.7,0.0,223.0
263,nutrition,D,A,0,logprob,94,218.4,0.0,223.6
264,high_school_statistics,D,B,0,logprob,125,275.4,0.0,282.9
265,elementary_mathematics,A,A,1,logprob,60,171.8,0.0,179.5
266,college_biology,D,D,1,logprob,68,171.6,0.0,178.1
267,virology,D,D,1,logprob,77,219.8,0.0,225.9
268,moral_scenarios,C,B,0,logprob,136,327.5,0.0,336.0
269,conceptual_physics,C,A,0,logprob,61,172.9,0.0,181.7
270,miscellaneous,C,C,1,logprob,96,223.3,0.0,230.1
271,moral_scenarios,A,C,0,logprob,134,324.2,0.0,331.9
272,moral_disputes,A,A,1,logprob,129,275.8,0.0,284.1
273,professional_law,D,A,0,logprob,251,490.8,0.0,498.4
274,high_school_biology,D,B,0,logprob,87,223.1,0.0,232.5
275,professional_medicine,D,B,0,logprob,142,325.5,0.0,332.9
276,professional_law,B,B,1,logprob,361,707.8,0.0,718.5
277,anatomy,A,D,0,logprob,129,283.8,0.0,294.7
278,high_school_us_history,C,C,1,logprob,183,377.0,0.0,382.5
279,computer_security,D,B,0,logprob,144,328.5,0.0,335.1
280,moral_scenarios,D,C,0,logprob,126,275.9,0.0,285.1
281,international_law,D,C,0,logprob,117,272.8,0.0,280.4
282,moral_scenarios,C,B,0,logprob,140,338.8,0.0,346.5
283,professional_law,C,B,0,logprob,254,502.4,0.0,511.9
284,miscellaneous,C,C,1,logprob,54,182.6,0.0,188.3
285,abstract_algebra,C,B,0,logprob,89,225.0,0.0,231.2
286,marketing,A,A,1,logprob,94,222.6,0.0,230.4
287,high_school_european_history,D,D,1,logprob,285,544.0,0.0,550.4
288,professional_accounting,A,C,0,logprob,196,384.1,0.0,391.9
289,high_school_psychology,D,D,1,logprob,69,228.8,0.0,238.5
290,elementary_mathematics,B,B,1,logprob,87,231.0,0.0,238.8
291,professional_medicine,A,D,0,logprob,257,516.7,0.0,526.7
292,moral_scenarios,D,C,0,logprob,137,324.4,0.0,334.0
293,high_school_macroeconomics,A,A,1,logprob,76,216.2,0.0,223.2
294,formal_logic,D,C,0,logprob,64,183.2,0.0,187.8
295,elementary_mathematics,B,B,1,logprob,101,278.1,0.0,284.5
296,moral_scenarios,B,B,1,logprob,137,328.2,0.0,337.1
297,high_school_geography,C,B,0,logprob,73,222.3,0.0,230.0
298,moral_scenarios,C,B,0,logprob,137,334.8,0.0,341.5
299,professional_accounting,B,C,0,logprob,121,280.2,0.0,288.2
300,elementary_mathematics,C,C,1,logprob,103,273.4,0.0,280.4
301,high_school_biology,C,C,1,logprob,90,226.4,0.0,233.6
302,philosophy,B,D,0,logprob,99,229.8,0.0,235.9
303,high_school_us_history,C,C,1,logprob,376,747.2,0.0,757.1
304,college_medicine,B,D,0,logprob,183,411.3,0.0,421.9
305,professional_law,A,D,0,logprob,296,637.1,0.0,648.0
306,prehistory,B,B,1,logprob,68,183.0,0.0,193.7
307,public_relations,A,B,0,logprob,128,287.2,0.0,295.7
308,philosophy,C,C,1,logprob,83,223.7,0.0,231.6
309,high_school_biology,B,B,1,logprob,112,280.2,0.0,286.5
310,professional_law,D,C,0,logprob,417,827.0,0.0,837.3
311,high_school_government_and_politics,D,D,1,logprob,75,241.1,0.0,251.5
312,elementary_mathematics,B,B,1,logprob,121,291.9,0.0,299.2
313,miscellaneous,C,C,1,logprob,257,567.6,0.0,574.6
314,high_school_us_history,B,D,0,logprob,221,469.7,0.0,480.2
315,professional_accounting,D,C,0,logprob,188,397.6,0.0,408.1
316,sociology,D,D,1,logprob,89,232.1,0.0,241.1
317,moral_scenarios,D,B,0,logprob,155,362.5,0.0,371.7
318,econometrics,D,B,0,logprob,81,227.0,0.0,235.3
319,high_school_psychology,C,C,1,logprob,60,170.1,0.0,178.7
320,medical_genetics,B,B,1,logprob,70,222.0,0.0,230.3
321,professional_law,C,C,1,logprob,306,631.6,0.0,640.3
322,professional_law,A,C,0,logprob,247,520.1,0.0,527.9
323,us_foreign_policy,B,B,1,logprob,85,233.5,0.0,243.3
324,professional_medicine,A,B,0,logprob,132,280.4,0.0,287.2
325,professional_accounting,A,A,1,logprob,105,284.0,0.0,291.9
326,formal_logic,D,A,0,logprob,88,237.5,0.0,249.8
327,human_aging,A,B,0,logprob,106,286.9,0.0,295.5
328,high_school_world_history,B,B,1,logprob,212,464.6,0.0,475.0
329,management,C,B,0,logprob,66,179.4,0.0,188.0
330,human_aging,C,C,1,logprob,96,224.5,0.0,230.5
331,high_school_macroeconomics,B,B,1,logprob,99,230.6,0.0,236.1
332,professional_law,A,B,0,logprob,231,515.5,0.0,522.0
333,moral_scenarios,D,B,0,logprob,125,298.6,0.0,304.8
334,high_school_macroeconomics,D,A,0,logprob,85,235.3,0.0,241.6
335,human_aging,C,D,0,logprob,89,237.5,0.0,245.1
336,high_school_macroeconomics,B,D,0,logprob,112,293.3,0.0,301.9
337,nutrition,D,D,1,logprob,64,182.2,0.0,188.6
338,nutrition,C,C,1,logprob,67,175.5,0.0,179.3
339,high_school_mathematics,D,B,0,logprob,85,237.3,0.0,243.3
340,professional_law,D,C,0,logprob,211,475.9,0.0,485.7
341,professional_accounting,B,B,1,logprob,174,422.8,0.0,432.1
342,professional_law,C,B,0,logprob,359,808.4,0.0,818.3
343,professional_law,A,A,1,logprob,177,421.3,0.0,429.0
344,human_aging,C,C,1,logprob,67,182.4,0.0,189.2
345,moral_disputes,B,B,1,logprob,118,298.9,0.0,306.3
346,high_school_us_history,B,B,1,logprob,407,855.6,0.0,867.1
347,logical_fallacies,C,C,1,logprob,118,300.0,0.0,310.8
348,abstract_algebra,B,B,1,logprob,92,238.9,0.0,246.7
349,moral_scenarios,D,B,0,logprob,137,338.5,0.0,346.2
350,moral_scenarios,C,C,1,logprob,128,290.5,0.0,297.3
351,astronomy,C,A,0,logprob,123,285.6,0.0,291.6
352,high_school_european_history,D,D,1,logprob,288,586.5,0.0,597.4
353,high_school_macroeconomics,A,A,1,logprob,113,306.5,0.0,316.4
354,security_studies,D,D,1,logprob,90,244.6,0.0,253.7
355,moral_scenarios,C,B,0,logprob,138,350.1,0.0,358.8
356,high_school_statistics,A,B,0,logprob,196,412.8,0.0,420.5
357,professional_psychology,A,A,1,logprob,149,353.7,0.0,362.5
358,professional_law,D,D,1,logprob,210,472.2,0.0,479.6
359,virology,C,C,1,logprob,86,237.3,0.0,245.0
360,miscellaneous,A,C,0,logprob,88,236.3,0.0,242.9
361,high_school_biology,B,B,1,logprob,76,232.2,0.0,240.6
362,college_computer_science,C,C,1,logprob,82,230.0,0.0,236.9
363,clinical_knowledge,A,A,1,logprob,64,180.5,0.0,186.4
364,high_school_mathematics,D,A,0,logprob,112,289.9,0.0,296.7
365,moral_scenarios,C,B,0,logprob,136,348.9,0.0,357.2
366,anatomy,A,B,0,logprob,65,180.4,0.0,185.2
367,conceptual_physics,D,C,0,logprob,75,236.9,0.0,243.8
368,professional_psychology,B,D,0,logprob,103,292.7,0.0,301.7
369,college_computer_science,D,B,0,logprob,228,479.5,0.0,489.1
370,electrical_engineering,A,D,0,logprob,91,251.1,0.0,258.7
371,miscellaneous,A,C,0,logprob,68,183.4,0.0,192.3
372,prehistory,C,C,1,logprob,132,282.3,0.0,291.0
373,moral_disputes,B,A,0,logprob,79,250.4,0.0,257.6
374,prehistory,A,B,0,logprob,76,263.8,0.0,271.4
375,miscellaneous,A,A,1,logprob,62,181.3,0.0,187.5
376,computer_security,A,A,1,logprob,63,177.3,0.0,183.5
377,miscellaneous,B,B,1,logprob,64,174.1,0.0,181.2
378,marketing,B,B,1,logprob,71,227.9,0.0,235.5
379,professional_psychology,C,D,0,logprob,97,238.7,0.0,247.3
380,security_studies,D,D,1,logprob,176,410.0,0.0,417.9
381,prehistory,D,D,1,logprob,168,411.1,0.0,420.2
382,college_medicine,D,D,1,logprob,82,252.9,0.0,263.3
383,professional_law,B,B,1,logprob,82,241.0,0.0,250.6
384,high_school_european_history,A,A,1,logprob,663,1456.1,0.0,1468.9
385,moral_scenarios,C,B,0,logprob,139,364.3,0.0,377.2
386,high_school_chemistry,C,B,0,logprob,129,300.1,0.0,309.0
387,miscellaneous,A,B,0,logprob,61,183.2,0.0,192.0
388,high_school_geography,B,B,1,logprob,81,231.0,0.0,238.2
389,moral_disputes,A,A,1,logprob,69,226.8,0.0,234.8
390,formal_logic,A,B,0,logprob,173,399.8,0.0,406.8
391,electrical_engineering,A,D,0,logprob,86,241.5,0.0,250.0
392,elementary_mathematics,D,B,0,logprob,87,240.2,0.0,248.6
393,human_aging,D,D,1,logprob,82,238.8,0.0,247.7
394,high_school_computer_science,D,B,0,logprob,118,289.3,0.0,296.2
395,conceptual_physics,D,D,1,logprob,57,179.8,0.0,186.8
396,high_school_microeconomics,D,B,0,logprob,78,231.8,0.0,239.3
397,professional_law,A,D,0,logprob,312,669.6,0.0,676.9
398,professional_law,C,C,1,logprob,248,562.6,0.0,572.1
399,moral_scenarios,D,B,0,logprob,153,369.0,0.0,377.9
400,professional_psychology,D,A,0,logprob,66,188.6,0.0,195.9
401,public_relations,A,A,1,logprob,67,183.4,0.0,191.7
402,professional_law,A,A,1,logprob,296,680.9,0.0,690.1
403,miscellaneous,D,D,1,logprob,57,215.7,0.0,225.4
404,high_school_macroeconomics,D,D,1,logprob,84,244.3,0.0,250.7
405,philosophy,B,B,1,logprob,96,235.8,0.0,242.2
406,professional_accounting,C,B,0,logprob,181,401.9,0.0,409.4
407,college_biology,D,D,1,logprob,81,241.8,0.0,251.0
408,prehistory,A,A,1,logprob,96,237.8,0.0,246.4
409,us_foreign_policy,B,B,1,logprob,67,180.7,0.0,189.2
410,astronomy,D,D,1,logprob,80,243.1,0.0,251.3
411,marketing,C,B,0,logprob,113,293.9,0.0,302.1
412,high_school_chemistry,D,D,1,logprob,110,292.3,0.0,299.9
413,prehistory,C,C,1,logprob,81,237.2,0.0,242.0
414,anatomy,B,C,0,logprob,90,242.9,0.0,249.4
415,us_foreign_policy,C,B,0,logprob,67,186.4,0.0,195.5
416,moral_scenarios,B,B,1,logprob,139,352.7,0.0,362.0
417,miscellaneous,D,D,1,logprob,73,240.2,0.0,249.1
418,econometrics,C,B,0,logprob,139,354.9,0.0,362.6
419,miscellaneous,B,A,0,logprob,52,176.2,0.0,179.8
420,professional_accounting,A,C,0,logprob,106,297.6,0.0,302.6
421,high_school_psychology,D,D,1,logprob,135,374.4,0.0,383.7
422,college_physics,B,D,0,logprob,115,312.1,0.0,320.2
